,key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
460,486,29.0,,,,,,,,,,,446.0,,259.0,224.0
461,487,,,,56.0,,,,,,,,103.0,,182.0,204.0
462,488,,,,41.0,,,,,,,,185.0,,168.0,205.0
463,489,,,,172.0,,,,,,,,156.0,,133.0,203.0
464,490,,,,106.0,,,,,,,,206.0,,154.0,205.0
465,491,,,,,,,,,,34.0,,,,,
466,492,54.0,,,,,,,,,,,514.0,,253.0,
467,493,,,,,,,,,,56.0,,,,151.0,
468,494,,,,,,,,,,67.0,,207.0,,104.0,204.0
469,495,,,,78.0,,,,,,,,205.0,,105.0,204.0
470,496,,,,,,,,,,67.0,,412.0,,208.0,204.0
471,497,,,,47.0,,,,,,54.0,,,,152.0,
472,498,,,19.0,,,,,,,,,408.0,,257.0,206.0
473,499,,,,,,,,,,,,204.0,,142.0,104.0
474,500,44.0,,23.0,,,59.0,,,,,,333.0,,212.0,106.0
475,501,,,90.0,,,,,,,,,205.0,,144.0,104.0
476,502,,,174.0,,,53.0,,,,,,206.0,,143.0,105.0
477,503,,,,172.0,,,,,,,,393.0,,227.0,188.0
478,504,,,,,,,,,,,,206.0,,221.0,104.0
479,505,,,308.0,,72.0,,,,,,,,,194.0,
480,507,,,,142.0,,,,,,,,412.0,,244.0,200.0
481,508,,,,159.0,,,,,,,,285.0,,129.0,225.0
482,509,,,,132.0,,,,,,,,156.0,,131.0,206.0
483,510,,,,59.0,,,,,,,,235.0,,136.0,225.0
484,511,,,,,,,,,,,,206.0,,135.0,203.0
485,512,,,62.0,,,264.0,,,,,131.0,528.0,,220.0,225.0
486,513,,,286.0,,,295.0,,,,,,474.0,,219.0,224.0
487,514,,,,71.0,,,,,,,,156.0,,132.0,155.0
488,515,,,,85.0,,,,,,,,275.0,,130.0,224.0
489,516,,,,123.0,,,,,,,,255.0,,123.0,224.0
490,517,,,,99.0,,,,,,,,226.0,,130.0,224.0
491,518,,,,60.0,,,,,,,,225.0,,136.0,205.0
492,519,,,,88.0,,,,,,,,203.0,,152.0,153.0
493,520,,,,,,64.0,,,,,,206.0,,407.0,155.0
494,521,,,,,,,,,,,,106.0,,202.0,
495,522,,,,,,,,,,,,105.0,,257.0,
496,523,,,19.0,,,,,,,,,104.0,,254.0,
497,524,,,,,,27.0,,,,,133.0,103.0,,202.0,
498,525,,,289.0,,,,,,,,,106.0,,302.0,
499,526,,,,,,,,,,,,206.0,,204.0,154.0
500,527,,,,,,44.0,,,,,,263.0,,199.0,156.0
501,528,,,,,,69.0,,,,,,412.0,,324.0,155.0
502,530,,,,,,,,,,,,106.0,,255.0,
503,531,,,138.0,,,,,,,,,388.0,,214.0,183.0
504,532,54.0,,34.0,,,,,,,,,464.0,,208.0,
505,533,,,,,,,,,,,,203.0,,133.0,106.0
506,534,,,,,,,,,,,,157.0,,144.0,103.0
507,535,,,38.0,,,,,,,,,157.0,,212.0,106.0
508,536,,,,,,,,,,,,,,147.0,
509,537,,,,,,,,,,,,334.0,,216.0,178.0
510,538,,,21.0,,,,,,,,,399.0,,234.0,210.0
511,539,,,,88.0,,,,,,,,254.0,,145.0,223.0
512,541,,,,177.0,,,,,,,,271.0,,133.0,224.0
513,542,,,,144.0,,,,,,,,227.0,,140.0,224.0
514,543,,,,22.0,,,,,,,,173.0,,136.0,201.0
515,544,,,,,,189.0,,,,,,393.0,,202.0,222.0
516,545,39.0,,,,,165.0,,,,,,,,192.0,
517,546,,,,,,87.0,,,,,,,,253.0,
518,547,,,,,,114.0,,,,,174.0,105.0,,262.0,
519,548,,,44.0,,,89.0,,,,,,106.0,,259.0,
520,549,,,,,,181.0,,,,,,409.0,,307.0,149.0
521,550,,,,,,160.0,,,,,,412.0,,353.0,152.0
522,551,,,,,,108.0,,,,,,107.0,,254.0,
523,552,,,,,,142.0,,,,,,107.0,,211.0,
524,553,,,,127.0,,,,,,,,412.0,,264.0,151.0
525,554,,,,131.0,,,,,,,,204.0,,155.0,202.0
526,555,,,,148.0,,,,,,,,205.0,,105.0,201.0
527,556,,,,90.0,,,,,,,,,,,
528,557,,,,,,,,,,84.0,,,,,
529,558,,,,,,,,,,100.0,,,,108.0,1.0
530,559,,,,21.0,,,,,,82.0,,,,,
531,560,,,,21.0,,,,,,,,,,,
532,561,,,,45.0,,,,,,50.0,,,,,
533,562,,,,,,,,,,,,253.0,,152.0,201.0
534,563,,,,228.0,,,,,,,,256.0,,104.0,203.0
535,564,,,,138.0,,,,,,,,255.0,,103.0,202.0
536,565,,,191.0,,,,,,,,,271.0,,102.0,203.0
537,566,,,,,,,,,,,,235.0,,138.0,221.0
538,567,,,182.0,,,,,,,,,205.0,,142.0,201.0
539,568,,,132.0,,,,,,,,,361.0,,139.0,221.0
540,569,,,290.0,,,,,,,,,204.0,,174.0,201.0
541,570,,,65.0,,,,,,,,,,,245.0,
542,571,,,,,,208.0,,,,,,256.0,,136.0,222.0
543,572,,,151.0,,,158.0,,,,,,255.0,,135.0,201.0
544,573,,,95.0,,,24.0,,,,,185.0,126.0,,157.0,202.0
545,574,,,,,,,,,,,,260.0,,139.0,223.0
546,575,,,,,,,,,,,,224.0,,136.0,224.0
547,576,,,,,,,,,,,,206.0,,157.0,153.0
548,577,,,,,,,,,,,,411.0,,283.0,151.0
549,578,,,53.0,,,,,,,,,206.0,,157.0,152.0
550,579,,,,,,,,,,,,106.0,,206.0,
551,580,,,,,,,,,,,,411.0,,267.0,153.0
552,581,,,55.0,,,,,,,,,206.0,,160.0,153.0
553,582,,,,,,,,,,,,105.0,,206.0,
554,583,,,182.0,,,164.0,,,,,21.0,207.0,,132.0,151.0
555,584,,,,80.0,,,,,,,,411.0,,260.0,202.0
556,585,,,,58.0,,,,,,,,,,153.0,
557,586,,,,101.0,,,,,,,,,,,
558,587,,,,101.0,,,,,,,,414.0,,264.0,201.0
559,588,,,,102.0,,,,,,,,206.0,,104.0,201.0
560,589,,,,133.0,,,,,,,,460.0,,258.0,405.0
561,590,,,,100.0,,,,,,,,409.0,,255.0,405.0
562,591,,,,,,,,,,,,,,261.0,
563,592,,,,68.0,,,,,,,,206.0,,104.0,202.0
564,593,,,,109.0,,,,,,,,206.0,,132.0,103.0
565,594,,,,,,,,,,,,383.0,,217.0,186.0
566,595,,,,73.0,,,,,,,,397.0,,225.0,196.0
567,596,,,,158.0,,,,,,,,203.0,,137.0,102.0
568,597,,,,104.0,,,,,,,,,,,
569,598,,,,,,,,,,,,205.0,,145.0,102.0
570,599,,,,85.0,,,,,,,,205.0,,133.0,102.0
571,600,,,,81.0,,,,,,,,,,,
572,601,,,131.0,,,,,,,,,334.0,,229.0,185.0
573,602,,,206.0,,,,,,,,,165.0,,148.0,103.0
574,603,,,37.0,,,,,,,,,,,202.0,
575,604,,,109.0,,,231.0,,,,,,409.0,,262.0,150.0
576,605,,,,,,278.0,,,,,,206.0,,153.0,152.0
577,606,,,202.0,,,,,,,,,409.0,,217.0,151.0
578,608,,,81.0,,,,,,,,,104.0,,154.0,102.0
579,609,,,59.0,,,,,,,45.0,,105.0,,152.0,102.0
580,610,,,40.0,,,,,,,56.0,,205.0,,154.0,154.0
581,611,,,,156.0,,,,,,,,206.0,,151.0,153.0
582,612,,,,105.0,,,,,,,,206.0,,157.0,151.0
583,613,,,,154.0,,,,,,,,410.0,,258.0,150.0
584,614,,,,88.0,,,,,,,,,,,
585,615,,,,172.0,,,,,,,,445.0,,,
586,616,,,,17.0,,,,,,,,205.0,,101.0,202.0
587,617,,,,117.0,,,,,,,,411.0,,154.0,203.0
588,618,,,,21.0,,,,,,,,,,,
589,619,,,,79.0,,,,,,,,,,151.0,
590,620,,,,43.0,,,,,,,,203.0,,102.0,203.0
591,621,,,,56.0,,,,,,,,204.0,,152.0,202.0
592,622,,,,62.0,,,,,,,,409.0,,206.0,202.0
593,623,,,,99.0,,,,,,,,,,,
594,624,,,,94.0,,,,,,,,203.0,,152.0,202.0
595,625,,,,124.0,,,,,,,,411.0,,205.0,203.0
596,626,,,,,,170.0,,,,,,,,,
597,627,,,,116.0,,,,,,,,206.0,,100.0,203.0
598,628,,,,,,234.0,,,,,,204.0,,100.0,203.0
599,629,,,,,,138.0,,,,,,,,,
600,630,,,,,,185.0,,,,,156.0,,,,
601,631,,,154.0,,,125.0,,,,,,257.0,,151.0,202.0
602,632,,,,,,106.0,,,,,,304.0,,151.0,204.0
603,633,,,100.0,,,,,,,,,205.0,,128.0,202.0
604,634,,,,,,,,,,,,256.0,,119.0,204.0
605,635,,,21.0,,,,,,,,,207.0,,132.0,203.0
606,636,,,245.0,,,,,,,,,458.0,,218.0,203.0
607,637,,,128.0,,,,,,,,,104.0,,200.0,104.0
608,638,,,99.0,,,,,,,,,408.0,,249.0,203.0
609,639,,,,94.0,,,,,,,,467.0,,333.0,204.0
610,640,,,,42.0,,,,,,,,510.0,,212.0,203.0
611,641,,,,60.0,,,,,,,,208.0,153.0,,156.0
612,642,,,,79.0,,,,,,,,458.0,,258.0,203.0
613,643,,,,,,,,,,,,356.0,,151.0,203.0
614,644,,,,19.0,,,,,,,,,,,
615,645,,,,159.0,,,,,,,,,,150.0,
616,646,,,,153.0,,,,,,,,207.0,,103.0,
617,647,44.0,,,157.0,,,,,,,,512.0,,208.0,44.0
618,648,54.0,,,106.0,,,,,,,,462.0,,256.0,
619,649,,,,,,76.0,,,,,,206.0,,152.0,203.0
620,650,,,,19.0,,,,,,,,412.0,,304.0,204.0
621,651,,,,,,,,,,88.0,,393.0,,213.0,188.0
622,652,,,,64.0,,,,,,,,399.0,,223.0,196.0
623,653,,,,158.0,,,,,,,,391.0,,210.0,189.0
624,654,44.0,,,195.0,,,,,,,,563.0,,232.0,
625,655,,,,77.0,,,,,,,,370.0,,208.0,188.0
626,656,,,,,,79.0,,,,,,155.0,,288.0,104.0
627,657,,,80.0,,,,,,,,,155.0,,132.0,104.0
628,658,,,,221.0,,,,,,,,507.0,,241.0,187.0
629,659,,,,124.0,,,,,,,,,,199.0,202.0
630,660,,,,110.0,,,,,,,,,,201.0,
631,662,,,51.0,,,,,,,,,,,,
632,663,27.0,,100.0,127.0,,,,,,,,413.0,,299.0,204.0
633,664,,,,55.0,,,,,,,,206.0,,154.0,154.0
634,665,,,272.0,,,,,,,,,206.0,,204.0,154.0
635,666,,,270.0,,,,,,,,,413.0,,244.0,153.0
636,667,,,353.0,,,,,,,,,206.0,,202.0,154.0
637,668,,,,276.0,,,,,,,,205.0,,202.0,104.0
638,669,,,,223.0,,,,,,,,206.0,,202.0,154.0
639,670,,,,281.0,,,,,,,,206.0,,206.0,154.0
640,671,27.0,,,241.0,,,,,,,,413.0,,255.0,153.0
641,672,,,,233.0,,,,,,,,206.0,,152.0,154.0
642,673,,,87.0,,,,,,,,,411.0,,259.0,154.0
643,674,,,,255.0,,,,,,,,204.0,,203.0,155.0
644,675,,,,222.0,,,,,,,,412.0,,235.0,155.0
645,676,,,,258.0,,,,,,,,205.0,,157.0,153.0
646,677,,,93.0,,,,,,,,,331.0,,221.0,167.0
647,678,,,51.0,,,,,,,,,104.0,,133.0,55.0
648,679,,,21.0,,,,,,,,,263.0,,219.0,158.0
649,680,,,44.0,,,,,,,,,310.0,,205.0,158.0
650,681,,,,,,,,,,77.0,,369.0,,207.0,166.0
651,682,,,,,,,,,,,,465.0,,241.0,211.0
652,684,,,106.0,,,,,,,,,561.0,,264.0,206.0
653,685,,,134.0,,,,,,,,,256.0,,155.0,205.0
654,686,,,182.0,,,,,,,,,462.0,,223.0,206.0
655,687,,,100.0,,,,,,,,,256.0,,105.0,206.0
656,688,,,19.0,,,,,,,,,256.0,,155.0,206.0
657,689,,,,,,90.0,,,,,,255.0,,154.0,204.0
658,690,48.0,,,,,224.0,,,,,,,,153.0,
659,691,48.0,,,,,127.0,,,,,,205.0,,252.0,105.0
660,692,,,,,,278.0,,,,,,105.0,,353.0,105.0
661,693,,,335.0,,,,,,,,,207.0,,154.0,156.0
662,694,,,117.0,,,,,,,,,206.0,,154.0,157.0
663,695,,,197.0,,,,,,,,,206.0,,153.0,154.0
664,696,,,101.0,,,,,,,,,206.0,,153.0,156.0
665,697,,,25.0,42.0,,,,,,,,204.0,,154.0,154.0
666,698,,,120.0,,,,,,,,,205.0,,156.0,157.0
667,699,,,137.0,,,,,,,,,204.0,,154.0,157.0
668,700,,,66.0,,,,,,,,,205.0,,158.0,156.0
669,701,,,144.0,,,,,,,,,206.0,,157.0,156.0
670,702,,,46.0,81.0,,,,,,,,,,157.0,
671,703,,,,112.0,,,,,,,,,,156.0,
672,704,,,,98.0,,,,,,,,,,158.0,
673,705,,,42.0,55.0,,166.0,,,,,,,,302.0,
674,706,,,,,,165.0,,,,,,208.0,,104.0,110.0
675,707,,,193.0,,,215.0,,,,,,,,304.0,
676,708,,,155.0,73.0,,271.0,,,,,,,,310.0,
677,709,,,248.0,,,325.0,,,,,,,,316.0,
678,711,,,,,,,,,,,,412.0,,214.0,
679,712,,,,,,,,,,,,205.0,,101.0,
680,713,,,,,,,,,,,,205.0,,100.0,
681,714,,,,,,,,,,,,,,105.0,
682,715,,,,,,,,,,,,205.0,,108.0,
683,716,,,,228.0,,,,,,,,,,206.0,
684,717,,,26.0,84.0,,,,,,,,206.0,,265.0,156.0
685,718,,,70.0,151.0,,,,,,,,207.0,,154.0,157.0
686,719,,,211.0,77.0,,,,,,,,203.0,,152.0,157.0
687,720,,,60.0,,,,,,,,,205.0,,157.0,156.0
688,721,,,132.0,19.0,,,,,,,,105.0,,242.0,106.0
689,722,,,,224.0,,,,,,,,204.0,,155.0,156.0
690,723,,,121.0,153.0,,,,,,,,107.0,,156.0,105.0
691,724,,,,214.0,,,,,,,,205.0,,153.0,155.0
692,725,,,,221.0,,,,,,,,206.0,,155.0,153.0
693,726,,,40.0,,,,,,,77.0,,410.0,,256.0,154.0
694,727,,,220.0,,,,,,,,,205.0,,153.0,155.0
695,728,,,239.0,,,,,,,,,207.0,,160.0,104.0
696,729,,,189.0,,,,,,,,,,,,
697,730,,,165.0,78.0,,,,,,,,,,,
698,731,,,,221.0,,,,,,,,510.0,,211.0,203.0
699,732,,,74.0,,,,,,,,,,,,
700,733,,,93.0,100.0,,,,,,,,,,,
701,734,,,44.0,,,,,,,147.0,,256.0,,108.0,205.0
702,735,,,83.0,63.0,,,,,,,,,,310.0,
703,736,,,,56.0,,,,,,,,204.0,,312.0,205.0
704,737,,,,116.0,,,,,,,,,,,
705,738,,,,77.0,,,,,,,,,,152.0,
706,739,,,,,,,,,,,,207.0,,210.0,104.0
707,740,,,,73.0,,,,,,,,207.0,,210.0,104.0
708,741,,,,73.0,,,,,,89.0,,309.0,,205.0,102.0
709,742,,,,136.0,,,,,,,,408.0,,215.0,209.0
710,743,,,298.0,,,,,,,,,156.0,,257.0,104.0
711,744,,,,,,,,,,,,108.0,,239.0,102.0
712,745,,,52.0,,,,,,,,,104.0,,204.0,
713,746,,,44.0,,,,,,,,,103.0,,256.0,
714,747,,,19.0,,,,,,,,,106.0,,310.0,
715,748,,,,,,,,,,,,209.0,,203.0,155.0
716,749,,,,,,,,,,,,105.0,,311.0,
717,750,,,,,,,,,,,,106.0,,258.0,
718,751,,,172.0,,,,,,,,,159.0,157.0,,106.0
719,752,,,44.0,,,,,,,,,105.0,,310.0,
720,753,,,19.0,,,,,,,,,103.0,,256.0,
721,754,,,,,,,,,,,,104.0,,305.0,
722,755,,,,,,,,,,,,,,204.0,
723,756,,,97.0,,,,,,,,,,,151.0,
724,757,,,,,,,,,,83.0,,207.0,,105.0,203.0
725,758,,,,,,,,,,,,,,306.0,
726,759,,,,,,,,,,76.0,,368.0,,225.0,189.0
727,760,,,,,,,,,,55.0,,311.0,,204.0,102.0
728,761,,,,,,,,,,75.0,,205.0,,133.0,104.0
729,762,,,,53.0,,,,,,65.0,,154.0,,134.0,102.0
730,763,,,,55.0,,,,,,,,,,,
731,764,,,,34.0,,,,,,45.0,,206.0,,131.0,104.0
732,765,,,,71.0,,,,,,,,,,,
733,767,,,132.0,,,,,,,,,,,163.0,
734,768,,,,33.0,,,,,,,,207.0,,150.0,205.0
735,769,,,155.0,55.0,,,,,,,,204.0,,101.0,205.0
736,770,,,121.0,,,,,,,75.0,,206.0,,105.0,204.0
737,771,,,,25.0,,,,,,,,,,205.0,
738,772,,,79.0,,,,,,,,,,,153.0,
739,773,,,44.0,,,,,,,,,,,153.0,
740,774,,,125.0,,,,,,,,,207.0,,201.0,203.0
741,775,,,49.0,,,,,,,,,210.0,,251.0,203.0
742,776,,,34.0,,,,,,,,,,,201.0,
743,777,,,83.0,,,,,,,,,,,,
744,778,,,,,,,,,,,,,,308.0,
745,779,,,66.0,,,,,,,,,,,,
746,780,,,51.0,,,,,,,,,,,208.0,
747,781,,,55.0,,,,,,,,,,,,
748,782,,,139.0,,,,,,,,,,,,
749,783,,,,72.0,,,,,,,,204.0,,106.0,202.0
750,784,,,,41.0,,,,,,,,,,,
751,785,,,,21.0,,,,,,,,,,,
752,786,,,,97.0,,,,,,,,,,,
753,787,,,,27.0,,,,,,,,,,,
754,788,27.0,,,66.0,,,,,,,,406.0,,305.0,204.0
755,789,27.0,,,76.0,,,,,,,,268.0,,258.0,
756,790,,,256.0,,,40.0,,,,,,307.0,,216.0,158.0
757,791,,,143.0,,,,,,,,,363.0,,213.0,196.0
758,792,,,29.0,,,,,,,,,372.0,,206.0,210.0
759,793,,,,148.0,,,,,,,,359.0,,203.0,113.0
760,794,,,266.0,,,84.0,,,,,,377.0,,228.0,190.0
761,795,,,92.0,,,,,,,,,377.0,,213.0,176.0
762,796,,,,,,,,,,,,207.0,,100.0,
763,797,,,,,,,,,,,,408.0,,206.0,
764,798,,,,,,,,,,,,407.0,,215.0,
765,799,,,,,,,,,,,,205.0,,99.0,
766,800,,,,,,,,,,,,,,99.0,
767,801,,,152.0,,,,,,,,,508.0,,204.0,205.0
768,802,,,190.0,,,46.0,,,,,,206.0,,152.0,204.0
769,803,,,183.0,,,,,,,,,309.0,,52.0,205.0
770,804,,,174.0,,,,,,,,,254.0,,125.0,204.0
771,805,,,191.0,,,,,,,,,,,207.0,
772,806,,,,,,,,,,,,105.0,,206.0,103.0
773,807,,,94.0,,,,,,,,,107.0,,149.0,150.0
774,808,,,256.0,,,,,,,,,153.0,,153.0,154.0
775,809,,,405.0,,,,,,,,,153.0,,149.0,153.0
776,810,,,,,,232.0,,,,,136.0,106.0,,203.0,
777,811,,,,134.0,,,,,,,,206.0,,154.0,153.0
778,812,,,,,,,,,,,107.0,104.0,,255.0,
779,813,,,,,,25.0,,,,,,109.0,,354.0,
780,814,,,,,,203.0,,,,,,205.0,,253.0,102.0
781,815,,,,,,220.0,,,,,,106.0,,252.0,
782,816,,,,,,,,,,,,325.0,,209.0,175.0
783,817,,,,,,97.0,,,,,,208.0,,129.0,112.0
784,818,,,,,,99.0,,,,,,205.0,,192.0,112.0
785,819,27.0,,26.0,,,,,,,,,404.0,,220.0,111.0
786,820,,,,,,,,,,,,,,197.0,
787,821,,,74.0,,,,,,,,,342.0,,201.0,177.0
788,822,,,,,,,,,,,,311.0,,192.0,164.0
789,823,,,103.0,,,,,,,,,382.0,,258.0,185.0
790,824,27.0,,141.0,,,,,,,,,515.0,,302.0,205.0
791,825,,,82.0,,,,,,,,,106.0,,151.0,102.0
792,826,,,125.0,,,,,,,,,,,200.0,
793,827,,,85.0,,,,,,,,,,,200.0,
794,828,,,25.0,,,,,,,,,257.0,,149.0,202.0
795,829,,,,,,,,,,,,255.0,,150.0,203.0
796,831,,,,,,,,,,,,,,251.0,
797,832,,,45.0,,,,,,,,,,,,
798,833,,,74.0,,,,,,,,,105.0,,197.0,103.0
799,834,,,75.0,,,,,,,,,208.0,,197.0,203.0
800,835,,,96.0,,,,,,,,,126.0,,190.0,102.0
801,836,,,23.0,,,,,,,,,126.0,,200.0,102.0
802,837,,,157.0,,,,,,,,,409.0,,202.0,203.0
803,838,,,121.0,,,,,,,,,207.0,,130.0,99.0
804,839,,,,,,,,,,,,129.0,,130.0,103.0
805,840,,,,,,,,,,,,136.0,,199.0,100.0
806,841,,,,,,,,,,,,,,200.0,
807,842,,,102.0,,,,,,,,,204.0,,132.0,101.0
808,843,,,105.0,,,,,,,,,411.0,,240.0,203.0
809,844,,,19.0,,,,,,,,,409.0,,198.0,204.0
810,845,54.0,,27.0,,,,,,,,,463.0,,251.0,
811,846,,,,,,,,,,,,,,152.0,
812,847,,,,,,140.0,,,,,83.0,,,306.0,
813,848,,,,99.0,,,,,,,,,,302.0,
814,849,,,,62.0,,,,,,,,484.0,,203.0,203.0
815,850,,,,104.0,,,,,,,,,,199.0,
816,851,,,,88.0,,,,,,,,256.0,,99.0,202.0
817,852,,,,105.0,,,,,,,,257.0,,100.0,202.0
818,853,27.0,,,81.0,,,,,,,,462.0,,310.0,203.0
819,854,,,220.0,,,173.0,,,,,,205.0,,149.0,202.0
820,855,,,72.0,,,155.0,,,,,139.0,204.0,,150.0,200.0
821,856,,,358.0,,,153.0,,,,,,205.0,,200.0,203.0
822,857,,,230.0,,,55.0,,,,,,254.0,,150.0,201.0
823,858,,,133.0,107.0,,,,,,,,205.0,,127.0,102.0
824,859,,,264.0,96.0,,,,,,,,409.0,,226.0,204.0
825,860,,,109.0,,,173.0,,,,,,313.0,,325.0,100.0
826,861,,,76.0,,,,,,,,,435.0,,210.0,205.0
827,862,,,61.0,,,,,,,,,206.0,,106.0,100.0
828,863,,,25.0,,,,,,,,,207.0,,123.0,103.0
829,864,,,55.0,,,,,,,,,462.0,,203.0,203.0
830,865,,,73.0,,,,,,,,,,,,
831,866,,,124.0,,,,,,,,,,,,
832,867,,,264.0,,,,,,,,,206.0,,117.0,104.0
833,868,,,89.0,,,,,,,,,206.0,,104.0,104.0
834,869,,,,,,,,,,,,256.0,,,
835,870,,,42.0,,,,,,,,,206.0,,104.0,203.0
836,871,,,,159.0,,,,,,,,,,,
837,872,,,268.0,,,105.0,,,,,53.0,,,126.0,
838,873,,,,,,,,,,,,205.0,,155.0,202.0
839,875,,,352.0,,,,,,,,,408.0,,254.0,203.0
840,876,,,78.0,,,,,,,,,,,,
841,877,90.0,,,,,,,,,85.0,,669.0,,102.0,
842,878,,,119.0,,,,,,,,,,,,
843,879,,,303.0,,,,,,,,,205.0,,106.0,202.0
844,880,27.0,,186.0,79.0,,,,,,,,462.0,,186.0,
845,881,54.0,,230.0,64.0,,,,,,,,519.0,,248.0,103.0
846,882,44.0,,240.0,56.0,,,,,,,,516.0,,236.0,102.0
847,883,27.0,,110.0,143.0,,,,,,,,359.0,,185.0,103.0
848,884,,,224.0,,,,,,,,,204.0,,131.0,102.0
849,885,,,235.0,,,,,,,,,364.0,,195.0,101.0
850,886,,,282.0,,,,,,,,,379.0,,181.0,104.0
851,887,44.0,,280.0,,,,,,,,,516.0,,282.0,103.0
852,888,,,188.0,,,,,,,,,309.0,,197.0,167.0
853,889,,,,86.0,,,,,,,,284.0,,203.0,112.0
854,890,,,,116.0,,,,,,,,312.0,,198.0,156.0
855,891,,,,113.0,,,,,,,,463.0,,232.0,113.0
856,892,,,,106.0,,,,,,,,281.0,,183.0,102.0
857,893,,,,47.0,,,,,,,,204.0,,131.0,102.0
858,894,,,,,,137.0,,,,,,314.0,,299.0,204.0
859,895,,,,34.0,,,,,,,,,,,
860,896,,,,116.0,,,,,,,,208.0,,131.0,105.0
861,897,,,,97.0,,,,,,,,207.0,,103.0,102.0
862,898,,,,115.0,,,,,,,,207.0,,291.0,103.0
863,899,,,,118.0,,,,,,,,215.0,,116.0,103.0
864,900,,,,111.0,,,,,,,,,,,
865,901,,,,55.0,,,,,,,,,,,
866,902,,,,,,76.0,,,,,162.0,205.0,,224.0,102.0
867,903,,,136.0,,,,,,,,,419.0,,225.0,204.0
868,904,,,201.0,,,,,,,,,411.0,,256.0,205.0
869,905,,,53.0,,,,,,,,,,,302.0,
870,906,,,122.0,,,,,,,,,255.0,,102.0,103.0
871,907,,,202.0,,,157.0,,,,,,410.0,,356.0,206.0
872,908,,,234.0,,,135.0,,,,,,,,303.0,
873,909,,,148.0,,,,,,,,139.0,207.0,,152.0,204.0
874,910,,,302.0,,,185.0,,,,,,,,151.0,
875,911,,,202.0,,,158.0,,,,,,204.0,,102.0,103.0
876,912,,,280.0,,,106.0,,,,,,207.0,,151.0,102.0
877,913,,,295.0,,,146.0,,,,,,106.0,,342.0,
878,914,,,,,,,,,,,,207.0,,198.0,103.0
879,915,,,61.0,,,,,,,,,,,202.0,
880,916,,,191.0,,,112.0,,,,,,,,159.0,
881,917,,,,,,76.0,,,,,,,,204.0,
882,918,,,,,,172.0,,,,,56.0,195.0,,140.0,102.0
883,919,,,,,,57.0,,,,,,,,132.0,
884,920,,,,,,,,,,,,309.0,,207.0,154.0
885,921,,,42.0,,,,,,,,,255.0,,121.0,203.0
886,922,,,,,,,,,,,,257.0,,153.0,203.0
887,923,,,141.0,,,,,,,,,204.0,,154.0,203.0
888,924,,,113.0,,,,,,,,,203.0,,123.0,205.0
889,925,46.0,,176.0,,,,,,,,,257.0,,135.0,204.0
890,926,,,25.0,,,,,,,,,206.0,,205.0,102.0
891,927,,,,,,,,,,,,255.0,,153.0,204.0
892,928,,,154.0,,,206.0,,,,,,,,,
893,929,,,,,,,,,,,,,,153.0,
894,930,,,,,,,,,,,,206.0,,103.0,
895,932,,,,,,,,,,,,256.0,,,
896,935,,,,,,93.0,,,,,,210.0,,180.0,105.0
897,936,44.0,,,90.0,,,,,,,,512.0,,249.0,103.0
898,937,,,,60.0,,,,,,,,206.0,,144.0,101.0
899,938,,,,122.0,,,,,,,,340.0,,197.0,178.0
900,939,,,,180.0,,,,,,,,203.0,,136.0,104.0
901,940,,,,49.0,,,,,,,,207.0,,132.0,103.0
902,941,,,,163.0,,,,,,,,123.0,,131.0,52.0
903,942,,,69.0,,,,,,,,,,,200.0,
904,943,,,,124.0,,,,,,,,,,,
905,944,46.0,,70.0,,,208.0,,,,,,,,262.0,
906,945,,,128.0,,,156.0,,,,,,107.0,,210.0,102.0
907,946,,,199.0,,28.0,,,,,,,256.0,,155.0,205.0
908,947,,,,,,,,,,,,255.0,,152.0,205.0
909,948,,,,,,51.0,,,,,,259.0,204.0,,
910,949,,,99.0,,,103.0,,,,,,206.0,,154.0,204.0
911,950,48.0,,,,,176.0,,,,,,255.0,,206.0,202.0
912,951,48.0,,,,,108.0,,,,,,205.0,,312.0,202.0
913,952,,,,,,,,,,,,256.0,,157.0,204.0
914,953,,,,,,,,,,,,358.0,,256.0,203.0
915,954,,,151.0,,,,,,,,,,,,
916,955,,,,,,,,,,,,155.0,,102.0,104.0
917,956,,,31.0,,,,,,,,,165.0,,141.0,104.0
918,957,,,102.0,,,,,,,,,207.0,,108.0,105.0
919,958,,,38.0,,,,,,,,,105.0,,136.0,102.0
920,959,,,66.0,23.0,,,,,,,,431.0,,231.0,209.0
921,962,,,,,,,,,,,,154.0,,123.0,103.0
922,963,,,76.0,,,,,,,,,205.0,,132.0,103.0
923,965,,,49.0,,,,,,,,,159.0,,123.0,103.0
924,967,,,,,,,,,,,,204.0,,140.0,102.0
925,968,,,19.0,,,,,,,,,157.0,,134.0,103.0
926,969,,,92.0,,,,,,,,,,,135.0,
927,970,,,,,,,,,,,,107.0,,136.0,53.0
928,971,,,69.0,,,,,,,,,166.0,,135.0,85.0
929,972,,,421.0,,,,,,,,,308.0,,133.0,
930,973,,,207.0,,,,,,,,,,,132.0,
931,974,,,194.0,,,,,,,,,,,,
932,975,27.0,,262.0,,,,,,,,,,,184.0,
933,976,27.0,,251.0,,,,,,,,,,,190.0,
