,key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
502,530,,,,,,,,,,,,2019-05-22 22:50:14,,2019-05-22 22:50:14,
503,531,,,2019-05-23 00:42:07,,,,,,,,,2019-05-23 00:27:56,,2019-05-23 00:27:56,2019-05-23 00:27:56
504,532,2019-05-23 01:38:59,,2019-05-23 01:50:22,,,,,,,,,2019-05-23 01:38:59,,2019-05-23 01:38:59,
505,533,,,,,,,,,,,,2019-05-23 02:29:53,,2019-05-23 02:29:53,2019-05-23 02:29:53
506,534,,,,,,,,,,,,2019-05-23 03:05:58,,2019-05-23 03:05:58,2019-05-23 03:05:58
507,535,,,2019-05-23 03:55:59,,,,,,,,,2019-05-23 03:47:42,,2019-05-23 03:47:42,2019-05-23 03:47:42
508,536,,,,,,,,,,,,,,2019-05-23 04:42:05,
509,537,,,,,,,,,,,,2019-05-23 05:49:32,,2019-05-23 05:49:32,2019-05-23 05:49:32
510,538,,,2019-05-23 07:07:42,,,,,,,,,2019-05-23 06:57:18,,2019-05-23 06:57:18,2019-05-23 06:57:18
511,539,,,,2019-05-23 07:56:47,,,,,,,,2019-05-23 07:50:19,,2019-05-23 07:50:19,2019-05-23 07:50:19
512,541,,,,2019-05-23 08:29:07,,,,,,,,2019-05-23 08:21:55,,2019-05-23 08:21:55,2019-05-23 08:21:55
513,542,,,,2019-05-23 09:15:10,,,,,,,,2019-05-23 09:09:14,,2019-05-23 09:09:14,2019-05-23 09:09:14
514,543,,,,2019-05-23 09:58:03,,,,,,,,2019-05-23 09:50:11,,2019-05-23 09:50:11,2019-05-23 09:50:11
515,544,,,,,,2019-05-23 11:26:21,,,,,,2019-05-23 11:19:16,,2019-05-23 11:19:16,2019-05-23 11:19:16
516,545,2019-05-23 15:30:11,,,,,2019-05-23 15:32:55,,,,,,,,2019-05-23 15:25:35,
517,546,,,,,,2019-05-23 16:14:48,,,,,,,,2019-05-23 16:09:01,
518,547,,,,,,2019-05-23 16:57:39,,,,,2019-05-23 16:57:39,2019-05-23 16:52:12,,2019-05-23 16:52:12,
519,548,,,2019-05-23 17:46:41,,,2019-05-23 17:57:40,,,,,,2019-05-23 17:41:40,,2019-05-23 17:41:40,
520,549,,,,,,2019-05-23 18:39:58,,,,,,2019-05-23 18:32:29,,2019-05-23 18:32:29,2019-05-23 18:32:29
521,550,,,,,,2019-05-23 19:42:49,,,,,,2019-05-23 19:34:24,,2019-05-23 19:34:24,2019-05-23 19:34:24
522,551,,,,,,2019-05-23 20:55:42,,,,,,2019-05-23 20:50:49,,2019-05-23 20:50:49,
523,552,,,,,,2019-05-23 21:22:11,,,,,,2019-05-23 21:15:39,,2019-05-23 21:15:39,
524,553,,,,2019-05-23 22:40:17,,,,,,,,2019-05-23 22:11:01,,2019-05-23 22:11:01,2019-05-23 22:11:01
525,554,,,,2019-05-23 23:40:10,,,,,,,,2019-05-23 23:34:06,,2019-05-23 23:34:06,2019-05-23 23:34:06
526,555,,,,2019-05-24 00:37:25,,,,,,,,2019-05-24 00:22:35,,2019-05-24 00:22:35,2019-05-24 00:22:35
527,556,,,,2019-05-24 01:32:50,,,,,,,,,,,
528,557,,,,,,,,,,2019-05-24 01:51:50,,,,,
529,558,,,,,,,,,,2019-05-24 02:45:20,,,,2019-05-24 02:38:45,2019-05-24 02:38:45
530,559,,,,2019-05-24 03:18:18,,,,,,2019-05-24 03:18:18,,,,,
531,560,,,,2019-05-24 03:49:12,,,,,,,,,,,
532,561,,,,2019-05-24 04:20:47,,,,,,2019-05-24 04:20:47,,,,,
533,562,,,,,,,,,,,,2019-05-24 05:11:11,,2019-05-24 05:11:11,2019-05-24 05:11:11
534,563,,,,2019-05-24 06:01:18,,,,,,,,2019-05-24 05:54:12,,2019-05-24 05:54:12,2019-05-24 05:54:12
535,564,,,,2019-05-24 07:04:47,,,,,,,,2019-05-24 06:56:18,,2019-05-24 06:56:18,2019-05-24 06:56:18
536,565,,,2019-05-24 07:43:20,,,,,,,,,2019-05-24 07:31:32,,2019-05-24 07:31:32,2019-05-24 07:31:32
537,566,,,,,,,,,,,,2019-05-24 08:23:03,,2019-05-24 08:23:03,2019-05-24 08:23:03
538,567,,,2019-05-24 09:16:14,,,,,,,,,2019-05-24 09:08:26,,2019-05-24 09:08:26,2019-05-24 09:08:26
539,568,,,2019-05-24 10:00:41,,,,,,,,,2019-05-24 09:52:00,,2019-05-24 09:52:00,2019-05-24 09:52:00
540,569,,,2019-05-24 10:45:33,,,,,,,,,2019-05-24 10:40:03,,2019-05-24 10:40:03,2019-05-24 10:40:03
541,570,,,2019-05-24 11:11:34,,,,,,,,,,,2019-05-24 11:06:03,
542,571,,,,,,2019-05-24 12:12:58,,,,,,2019-05-24 11:50:26,,2019-05-24 11:50:26,2019-05-24 11:50:26
543,572,,,2019-05-24 13:11:59,,,2019-05-24 12:39:23,,,,,,2019-05-24 12:32:39,,2019-05-24 12:32:39,2019-05-24 12:32:39
544,573,,,2019-05-24 14:17:54,,,2019-05-24 14:04:20,,,,,2019-05-24 14:04:20,2019-05-24 13:55:20,,2019-05-24 13:55:20,2019-05-24 13:55:20
545,574,,,,,,,,,,,,2019-05-24 14:39:43,,2019-05-24 14:39:43,2019-05-24 14:39:43
546,575,,,,,,,,,,,,2019-05-24 15:24:40,,2019-05-24 15:24:40,2019-05-24 15:24:40
547,576,,,,,,,,,,,,2019-05-24 15:58:49,,2019-05-24 15:58:49,2019-05-24 15:58:49
548,577,,,,,,,,,,,,2019-05-24 16:26:22,,2019-05-24 16:26:22,2019-05-24 16:26:22
549,578,,,2019-05-24 17:05:43,,,,,,,,,2019-05-24 17:01:14,,2019-05-24 17:01:14,2019-05-24 17:01:14
550,579,,,,,,,,,,,,2019-05-24 17:27:27,,2019-05-24 17:27:27,
551,580,,,,,,,,,,,,2019-05-24 18:08:05,,2019-05-24 18:08:05,2019-05-24 18:08:05
552,581,,,2019-05-24 19:16:19,,,,,,,,,2019-05-24 19:10:20,,2019-05-24 19:10:20,2019-05-24 19:10:20
553,582,,,,,,,,,,,,2019-05-24 20:12:15,,2019-05-24 20:12:15,
554,583,,,2019-05-24 21:12:13,,,2019-05-24 21:12:13,,,,,2019-05-24 21:24:56,2019-05-24 20:53:52,,2019-05-24 20:53:52,2019-05-24 20:53:52
555,584,,,,2019-05-24 23:57:55,,,,,,,,2019-05-24 23:45:03,,2019-05-24 23:45:03,2019-05-24 23:45:03
556,585,,,,2019-05-25 00:43:51,,,,,,,,,,2019-05-25 00:37:17,
557,586,,,,2019-05-25 01:29:11,,,,,,,,,,,
558,587,,,,2019-05-25 02:07:47,,,,,,,,2019-05-25 01:57:45,,2019-05-25 01:57:45,2019-05-25 01:57:45
559,588,,,,2019-05-25 03:05:58,,,,,,,,2019-05-25 02:59:04,,2019-05-25 02:59:04,2019-05-25 02:59:04
560,589,,,,2019-05-25 04:03:44,,,,,,,,2019-05-25 03:47:10,,2019-05-25 03:47:10,2019-05-25 03:47:10
561,590,,,,2019-05-25 04:43:52,,,,,,,,2019-05-25 04:47:16,,2019-05-25 04:47:16,2019-05-25 04:47:16
562,591,,,,,,,,,,,,,,2019-05-25 05:44:55,
563,592,,,,2019-05-25 06:52:28,,,,,,,,2019-05-25 06:43:18,,2019-05-25 06:43:18,2019-05-25 06:43:18
564,593,,,,2019-05-25 07:32:29,,,,,,,,2019-05-25 07:28:58,,2019-05-25 07:28:58,2019-05-25 07:28:58
565,594,,,,,,,,,,,,2019-05-25 07:59:50,,2019-05-25 07:59:50,2019-05-25 07:59:50
566,595,,,,2019-05-25 08:59:53,,,,,,,,2019-05-25 08:43:47,,2019-05-25 08:43:47,2019-05-25 08:43:47
567,596,,,,2019-05-25 09:59:24,,,,,,,,2019-05-25 09:48:45,,2019-05-25 09:48:45,2019-05-25 09:48:45
568,597,,,,2019-05-25 10:24:14,,,,,,,,,,,
569,598,,,,,,,,,,,,2019-05-25 11:11:27,,2019-05-25 11:11:27,2019-05-25 11:11:27
570,599,,,,2019-05-25 11:42:44,,,,,,,,2019-05-25 11:37:53,,2019-05-25 11:37:53,2019-05-25 11:37:53
571,600,,,,2019-05-25 12:04:55,,,,,,,,,,,
572,601,,,2019-05-25 13:12:59,,,,,,,,,2019-05-25 13:04:55,,2019-05-25 13:04:55,2019-05-25 13:04:55
573,602,,,2019-05-25 13:53:51,,,,,,,,,2019-05-25 13:49:50,,2019-05-25 13:49:50,2019-05-25 13:49:50
574,603,,,2019-05-25 14:59:37,,,,,,,,,,,2019-05-25 14:42:58,
575,604,,,2019-05-25 15:49:56,,,2019-05-25 15:36:02,,,,,,2019-05-25 15:28:48,,2019-05-25 15:28:48,2019-05-25 15:28:48
576,605,,,,,,2019-05-25 16:49:24,,,,,,2019-05-25 16:40:36,,2019-05-25 16:40:36,2019-05-25 16:40:36
577,606,,,2019-05-25 18:09:04,,,,,,,,,2019-05-25 17:42:38,,2019-05-25 17:42:38,2019-05-25 17:42:38
578,608,,,2019-05-25 18:47:44,,,,,,,,,2019-05-25 18:41:47,,2019-05-25 18:41:47,2019-05-25 18:41:47
579,609,,,2019-05-25 19:39:59,,,,,,,2019-05-25 19:39:59,,2019-05-25 19:33:54,,2019-05-25 19:33:54,2019-05-25 19:33:54
580,610,,,2019-05-25 20:18:23,,,,,,,2019-05-25 20:18:23,,2019-05-25 20:11:38,,2019-05-25 20:11:38,2019-05-25 20:11:38
581,611,,,,2019-05-25 21:50:10,,,,,,,,2019-05-25 21:41:20,,2019-05-25 21:41:20,2019-05-25 21:41:20
582,612,,,,2019-05-25 22:20:28,,,,,,,,2019-05-25 22:13:40,,2019-05-25 22:13:40,2019-05-25 22:13:40
583,613,,,,2019-05-25 23:33:38,,,,,,,,2019-05-25 22:51:02,,2019-05-25 22:51:02,2019-05-25 22:51:02
584,614,,,,2019-05-26 00:29:47,,,,,,,,,,,
585,615,,,,2019-05-26 00:53:44,,,,,,,,2019-05-26 01:02:34,,,
586,616,,,,2019-05-26 02:00:31,,,,,,,,2019-05-26 01:54:32,,2019-05-26 01:54:32,2019-05-26 01:54:32
587,617,,,,2019-05-26 02:31:40,,,,,,,,2019-05-26 02:26:25,,2019-05-26 02:26:25,2019-05-26 02:26:25
588,618,,,,2019-05-26 03:04:36,,,,,,,,,,,
589,619,,,,2019-05-26 03:39:59,,,,,,,,,,2019-05-26 03:34:29,
590,620,,,,2019-05-26 04:14:59,,,,,,,,2019-05-26 04:09:43,,2019-05-26 04:09:43,2019-05-26 04:09:43
591,621,,,,2019-05-26 05:06:02,,,,,,,,2019-05-26 04:59:07,,2019-05-26 04:59:07,2019-05-26 04:59:07
592,622,,,,2019-05-26 05:46:37,,,,,,,,2019-05-26 05:38:22,,2019-05-26 05:38:22,2019-05-26 05:38:22
593,623,,,,2019-05-26 06:26:25,,,,,,,,,,,
594,624,,,,2019-05-26 07:15:15,,,,,,,,2019-05-26 07:08:51,,2019-05-26 07:08:51,2019-05-26 07:08:51
595,625,,,,2019-05-26 08:24:12,,,,,,,,2019-05-26 08:13:14,,2019-05-26 08:13:14,2019-05-26 08:13:14
596,626,,,,,,2019-05-26 13:19:20,,,,,,,,,
597,627,,,,2019-05-26 09:05:14,,,,,,,,2019-05-26 09:00:07,,2019-05-26 09:00:07,2019-05-26 09:00:07
598,628,,,,,,2019-05-26 09:44:20,,,,,,2019-05-26 09:34:32,,2019-05-26 09:34:32,2019-05-26 09:34:32
599,629,,,,,,2019-05-26 10:37:49,,,,,,,,,
600,630,,,,,,2019-05-26 14:38:27,,,,,2019-05-26 14:38:27,,,,
601,631,,,2019-05-26 15:40:07,,,2019-05-26 15:40:07,,,,,,2019-05-26 15:35:37,,2019-05-26 15:35:37,2019-05-26 15:35:37
602,632,,,,,,2019-05-26 16:12:22,,,,,,2019-05-26 16:07:12,,2019-05-26 16:07:12,2019-05-26 16:07:12
603,633,,,2019-05-26 16:47:49,,,,,,,,,2019-05-26 16:43:51,,2019-05-26 16:43:51,2019-05-26 16:43:51
604,634,,,,,,,,,,,,2019-05-26 17:04:39,,2019-05-26 17:04:39,2019-05-26 17:04:39
605,635,,,2019-05-26 17:59:01,,,,,,,,,2019-05-26 17:42:13,,2019-05-26 17:42:13,2019-05-26 17:42:13
606,636,,,2019-05-26 18:23:22,,,,,,,,,2019-05-26 18:14:57,,2019-05-26 18:14:57,2019-05-26 18:14:57
607,637,,,2019-05-26 18:59:59,,,,,,,,,2019-05-26 18:54:04,,2019-05-26 18:54:04,2019-05-26 18:54:04
608,638,,,2019-05-26 19:30:19,,,,,,,,,2019-05-26 19:26:40,,2019-05-26 19:26:40,2019-05-26 19:26:40
609,639,,,,2019-05-26 20:03:14,,,,,,,,2019-05-26 19:58:48,,2019-05-26 19:58:48,2019-05-26 19:58:48
610,640,,,,2019-05-27 01:58:14,,,,,,,,2019-05-27 01:29:32,,2019-05-27 01:29:32,2019-05-27 01:29:32
611,641,,,,2019-05-27 01:03:12,,,,,,,,2019-05-26 20:42:03,2019-05-26 20:42:03,,2019-05-26 20:42:03
612,642,,,,2019-05-27 00:22:47,,,,,,,,2019-05-26 23:56:15,,2019-05-26 23:56:15,2019-05-26 23:56:15
613,643,,,,,,,,,,,,2019-05-26 22:39:20,,2019-05-26 22:39:20,2019-05-26 22:39:20
614,644,,,,2019-05-27 02:46:54,,,,,,,,,,,
615,645,,,,2019-05-27 03:30:53,,,,,,,,,,2019-05-27 03:19:51,
616,646,,,,2019-05-27 04:12:01,,,,,,,,2019-05-27 04:05:42,,2019-05-27 04:05:42,
617,647,2019-05-27 04:48:20,,,2019-05-27 04:59:30,,,,,,,,2019-05-27 04:48:20,,2019-05-27 04:41:32,2019-05-27 04:41:32
618,648,2019-05-27 05:33:00,,,2019-05-27 05:43:20,,,,,,,,2019-05-27 05:33:00,,2019-05-27 05:33:00,
619,649,,,,,,2019-05-27 06:35:27,,,,,,2019-05-27 06:11:50,,2019-05-27 06:11:50,2019-05-27 06:11:50
620,650,,,,2019-05-27 07:33:33,,,,,,,,2019-05-27 07:13:31,,2019-05-27 07:13:31,2019-05-27 07:13:31
621,651,,,,,,,,,,2019-05-27 08:24:12,,2019-05-27 08:17:14,,2019-05-27 08:17:14,2019-05-27 08:17:14
622,652,,,,2019-05-27 09:29:40,,,,,,,,2019-05-27 09:20:16,,2019-05-27 09:20:16,2019-05-27 09:20:16
623,653,,,,2019-05-27 11:19:36,,,,,,,,2019-05-27 10:54:40,,2019-05-27 10:54:40,2019-05-27 10:54:40
624,654,2019-05-27 12:21:27,,,2019-05-27 12:21:27,,,,,,,,2019-05-27 11:57:31,,2019-05-27 11:57:31,
625,655,,,,2019-05-27 12:41:14,,,,,,,,2019-05-27 12:33:21,,2019-05-27 12:33:21,2019-05-27 12:33:21
626,656,,,,,,2019-05-27 13:20:01,,,,,,2019-05-27 13:13:12,,2019-05-27 13:10:20,2019-05-27 13:13:12
627,657,,,2019-05-27 14:06:12,,,,,,,,,2019-05-27 14:01:54,,2019-05-27 14:01:54,2019-05-27 14:01:54
628,658,,,,2019-05-27 15:34:30,,,,,,,,2019-05-27 15:15:50,,2019-05-27 15:15:50,2019-05-27 15:15:50
629,659,,,,2019-05-27 16:23:01,,,,,,,,,,2019-05-27 16:15:11,2019-05-27 16:15:11
630,660,,,,2019-05-27 17:10:49,,,,,,,,,,2019-05-27 17:06:36,
631,662,,,2019-05-27 19:40:45,,,,,,,,,,,,
632,663,2019-05-27 22:43:35,,2019-05-27 22:54:37,2019-05-27 23:13:22,,,,,,,,2019-05-27 22:42:07,,2019-05-27 22:42:07,2019-05-27 22:42:07
633,664,,,,2019-05-27 23:47:44,,,,,,,,2019-05-27 23:40:43,,2019-05-27 23:40:43,2019-05-27 23:40:43
634,665,,,2019-05-28 00:12:55,,,,,,,,,2019-05-28 00:07:03,,2019-05-28 00:07:03,2019-05-28 00:07:03
635,666,,,2019-05-28 00:50:03,,,,,,,,,2019-05-28 00:41:41,,2019-05-28 00:41:41,2019-05-28 00:41:41
636,667,,,2019-05-28 01:24:26,,,,,,,,,2019-05-28 01:19:08,,2019-05-28 01:19:08,2019-05-28 01:19:08
637,668,,,,2019-05-28 02:03:06,,,,,,,,2019-05-28 01:54:25,,2019-05-28 01:54:25,2019-05-28 01:54:25
638,669,,,,2019-05-28 02:31:28,,,,,,,,2019-05-28 02:26:56,,2019-05-28 02:26:56,2019-05-28 02:26:56
639,670,,,,2019-05-28 03:00:16,,,,,,,,2019-05-28 02:53:47,,2019-05-28 02:53:47,2019-05-28 02:53:47
640,671,2019-05-28 03:53:36,,,2019-05-28 03:52:07,,,,,,,,2019-05-28 03:41:53,,2019-05-28 03:41:53,2019-05-28 03:41:53
641,672,,,,2019-05-28 04:38:42,,,,,,,,2019-05-28 04:32:14,,2019-05-28 04:32:14,2019-05-28 04:32:14
642,673,,,2019-05-28 05:20:09,,,,,,,,,2019-05-28 05:10:15,,2019-05-28 05:10:15,2019-05-28 05:10:15
643,674,,,,2019-05-28 06:15:37,,,,,,,,2019-05-28 06:10:52,,2019-05-28 06:10:52,2019-05-28 06:10:52
644,675,,,,2019-05-28 06:39:10,,,,,,,,2019-05-28 06:31:44,,2019-05-28 06:31:44,2019-05-28 06:31:44
645,676,,,,2019-05-28 07:19:31,,,,,,,,2019-05-28 07:13:43,,2019-05-28 07:13:43,2019-05-28 07:13:43
646,677,,,2019-05-28 08:11:12,,,,,,,,,2019-05-28 08:03:29,,2019-05-28 08:03:29,2019-05-28 08:03:29
647,678,,,2019-05-28 09:02:22,,,,,,,,,2019-05-28 08:54:57,,2019-05-28 08:54:57,2019-05-28 08:54:57
648,679,,,2019-05-28 09:54:23,,,,,,,,,2019-05-28 09:23:14,,2019-05-28 09:23:14,2019-05-28 09:23:14
649,680,,,2019-05-28 10:33:12,,,,,,,,,2019-05-28 10:23:23,,2019-05-28 10:23:23,2019-05-28 10:23:23
650,681,,,,,,,,,,2019-05-28 12:12:54,,2019-05-28 12:00:12,,2019-05-28 12:00:12,2019-05-28 12:00:12
651,682,,,,,,,,,,,,2019-05-28 14:30:48,,2019-05-28 14:30:48,2019-05-28 14:30:48
652,684,,,2019-05-28 15:40:40,,,,,,,,,2019-05-28 15:30:45,,2019-05-28 15:30:45,2019-05-28 15:30:45
653,685,,,2019-05-28 16:21:41,,,,,,,,,2019-05-28 16:16:58,,2019-05-28 16:16:58,2019-05-28 16:16:58
654,686,,,2019-05-28 17:28:50,,,,,,,,,2019-05-28 16:51:35,,2019-05-28 16:51:35,2019-05-28 16:51:35
655,687,,,2019-05-28 18:34:01,,,,,,,,,2019-05-28 17:11:23,,2019-05-28 17:11:23,2019-05-28 17:11:23
656,688,,,2019-05-28 19:04:48,,,,,,,,,2019-05-28 18:43:50,,2019-05-28 18:43:50,2019-05-28 18:43:50
657,689,,,,,,2019-05-28 20:27:56,,,,,,2019-05-28 20:18:31,,2019-05-28 20:18:31,2019-05-28 20:18:31
658,690,2019-05-28 21:32:08,,,,,2019-05-28 21:35:04,,,,,,,,2019-05-28 21:22:44,
659,691,2019-05-28 22:23:16,,,,,2019-05-28 22:28:13,,,,,,2019-05-28 22:23:16,,2019-05-28 22:14:35,2019-05-28 22:23:16
660,692,,,,,,2019-05-28 23:35:21,,,,,,2019-05-28 23:19:14,,2019-05-28 23:19:14,2019-05-28 23:19:14
661,693,,,2019-05-29 00:28:25,,,,,,,,,2019-05-29 00:21:34,,2019-05-29 00:21:34,2019-05-29 00:21:34
662,694,,,2019-05-29 01:15:39,,,,,,,,,2019-05-29 01:09:24,,2019-05-29 01:09:24,2019-05-29 01:09:24
663,695,,,2019-05-29 01:48:46,,,,,,,,,2019-05-29 01:44:12,,2019-05-29 01:44:12,2019-05-29 01:44:12
664,696,,,2019-05-29 03:16:11,,,,,,,,,2019-05-29 03:03:29,,2019-05-29 03:03:29,2019-05-29 03:03:29
665,697,,,2019-05-29 03:58:55,2019-05-29 03:58:55,,,,,,,,2019-05-29 03:53:34,,2019-05-29 03:53:34,2019-05-29 03:53:34
666,698,,,2019-05-29 04:52:30,,,,,,,,,2019-05-29 04:45:14,,2019-05-29 04:45:14,2019-05-29 04:45:14
667,699,,,2019-05-29 05:42:32,,,,,,,,,2019-05-29 05:37:02,,2019-05-29 05:37:02,2019-05-29 05:37:02
668,700,,,2019-05-29 06:29:52,,,,,,,,,2019-05-29 06:24:25,,2019-05-29 06:24:25,2019-05-29 06:24:25
669,701,,,2019-05-29 07:19:13,,,,,,,,,2019-05-29 07:08:29,,2019-05-29 07:08:29,2019-05-29 07:08:29
670,702,,,2019-05-29 08:25:00,2019-05-29 08:10:24,,,,,,,,,,2019-05-29 08:03:56,
671,703,,,,2019-05-29 09:01:11,,,,,,,,,,2019-05-29 08:52:52,
672,704,,,,2019-05-29 09:46:33,,,,,,,,,,2019-05-29 09:35:37,
673,705,,,2019-05-29 11:06:01,2019-05-29 11:06:01,,2019-05-29 11:06:01,,,,,,,,2019-05-29 10:38:31,
674,706,,,,,,2019-05-29 12:04:20,,,,,,2019-05-29 11:46:07,,2019-05-29 11:46:07,2019-05-29 11:46:07
675,707,,,2019-05-29 12:59:53,,,2019-05-29 12:59:53,,,,,,,,2019-05-29 12:44:14,
676,708,,,2019-05-29 14:06:53,2019-05-29 14:17:50,,2019-05-29 14:06:53,,,,,,,,2019-05-29 13:39:53,
677,709,,,2019-05-29 14:53:38,,,2019-05-29 14:55:29,,,,,,,,2019-05-29 14:39:37,
678,711,,,,,,,,,,,,2019-05-29 18:11:27,,2019-05-29 18:11:27,
679,712,,,,,,,,,,,,2019-05-29 18:50:03,,2019-05-29 18:50:03,
680,713,,,,,,,,,,,,2019-05-29 19:32:34,,2019-05-29 19:32:34,
681,714,,,,,,,,,,,,,,2019-05-29 20:06:47,
682,715,,,,,,,,,,,,2019-05-29 20:38:39,,2019-05-29 20:38:39,
683,716,,,,2019-05-29 22:55:30,,,,,,,,,,2019-05-29 22:44:17,
684,717,,,2019-05-29 23:46:30,2019-05-29 23:46:30,,,,,,,,2019-05-29 23:32:48,,2019-05-29 23:32:48,2019-05-29 23:32:48
685,718,,,2019-05-30 00:41:32,2019-05-30 00:27:07,,,,,,,,2019-05-30 00:17:03,,2019-05-30 00:17:03,2019-05-30 00:17:03
686,719,,,2019-05-30 01:03:35,2019-05-30 01:03:35,,,,,,,,2019-05-30 00:57:06,,2019-05-30 00:57:06,2019-05-30 00:57:06
687,720,,,2019-05-30 01:38:58,,,,,,,,,2019-05-30 01:31:28,,2019-05-30 01:31:28,2019-05-30 01:31:28
688,721,,,2019-05-30 02:03:41,2019-05-30 02:16:04,,,,,,,,2019-05-30 01:59:15,,2019-05-30 01:59:15,2019-05-30 01:59:15
689,722,,,,2019-05-30 02:42:02,,,,,,,,2019-05-30 02:35:28,,2019-05-30 02:35:28,2019-05-30 02:35:28
690,723,,,2019-05-30 03:29:59,2019-05-30 03:29:59,,,,,,,,2019-05-30 03:20:42,,2019-05-30 03:20:42,2019-05-30 03:20:42
691,724,,,,2019-05-30 04:07:24,,,,,,,,2019-05-30 04:02:34,,2019-05-30 04:02:34,2019-05-30 04:02:34
692,725,,,,2019-05-30 05:04:35,,,,,,,,2019-05-30 04:55:50,,2019-05-30 04:55:50,2019-05-30 04:55:50
693,726,,,2019-05-30 06:05:56,,,,,,,2019-05-30 06:05:56,,2019-05-30 05:39:41,,2019-05-30 05:39:41,2019-05-30 05:39:41
694,727,,,2019-05-30 06:51:09,,,,,,,,,2019-05-30 06:33:14,,2019-05-30 06:33:14,2019-05-30 06:33:14
695,728,,,2019-05-30 07:38:54,,,,,,,,,2019-05-30 07:19:30,,2019-05-30 07:19:30,2019-05-30 07:19:30
696,729,,,2019-05-30 08:10:38,,,,,,,,,,,,
697,730,,,2019-05-30 08:37:08,2019-05-30 08:37:08,,,,,,,,,,,
698,731,,,,2019-05-30 09:33:27,,,,,,,,2019-05-30 09:11:21,,2019-05-30 09:11:21,2019-05-30 09:11:21
699,732,,,2019-05-30 10:03:21,,,,,,,,,,,,
700,733,,,2019-05-30 10:37:35,2019-05-30 10:37:35,,,,,,,,,,,
701,734,,,2019-05-30 11:47:58,,,,,,,2019-05-30 11:37:46,,2019-05-30 11:29:42,,2019-05-30 11:29:42,2019-05-30 11:29:42
702,735,,,2019-05-30 12:34:48,2019-05-30 12:46:30,,,,,,,,,,2019-05-30 12:24:25,
703,736,,,,2019-05-30 13:30:19,,,,,,,,2019-05-30 13:22:00,,2019-05-30 13:22:00,2019-05-30 13:22:00
704,737,,,,2019-05-30 14:20:11,,,,,,,,,,,
705,738,,,,2019-05-30 15:00:22,,,,,,,,,,2019-05-30 14:52:59,
706,739,,,,,,,,,,,,2019-05-30 15:54:47,,2019-05-30 15:54:47,2019-05-30 15:54:47
707,740,,,,2019-05-30 20:06:59,,,,,,,,2019-05-30 19:59:54,,2019-05-30 19:59:54,2019-05-30 19:59:54
708,741,,,,2019-05-30 20:49:52,,,,,,2019-05-30 20:49:52,,2019-05-30 20:41:23,,2019-05-30 20:41:23,2019-05-30 20:41:23
709,742,,,,2019-05-30 21:21:41,,,,,,,,2019-05-30 21:14:40,,2019-05-30 21:14:40,2019-05-30 21:14:40
710,743,,,2019-05-30 22:22:48,,,,,,,,,2019-05-30 22:18:19,,2019-05-30 22:11:29,2019-05-30 22:18:19
711,744,,,,,,,,,,,,2019-05-30 23:25:46,,2019-05-30 23:25:46,2019-05-30 23:25:46
712,745,,,2019-05-30 23:57:32,,,,,,,,,2019-05-30 23:51:06,,2019-05-30 23:51:06,
713,746,,,2019-05-31 00:58:37,,,,,,,,,2019-05-31 00:47:55,,2019-05-31 00:47:55,
714,747,,,2019-05-31 02:20:41,,,,,,,,,2019-05-31 02:09:00,,2019-05-31 02:09:00,
715,748,,,,,,,,,,,,2019-05-31 02:50:32,,2019-05-31 02:50:32,2019-05-31 02:50:32
716,749,,,,,,,,,,,,2019-05-31 03:37:41,,2019-05-31 03:37:41,
717,750,,,,,,,,,,,,2019-05-31 04:08:47,,2019-05-31 04:08:47,
718,751,,,2019-05-31 04:50:14,,,,,,,,,2019-05-31 04:40:34,2019-05-31 04:40:34,,2019-05-31 04:40:34
719,752,,,2019-05-31 05:39:13,,,,,,,,,2019-05-31 05:29:14,,2019-05-31 05:29:14,
720,753,,,2019-05-31 06:24:30,,,,,,,,,2019-05-31 06:14:24,,2019-05-31 06:14:24,
721,754,,,,,,,,,,,,2019-05-31 06:50:31,,2019-05-31 06:50:31,
722,755,,,,,,,,,,,,,,2019-05-31 07:29:35,
723,756,,,2019-05-31 08:21:52,,,,,,,,,,,2019-05-31 08:08:46,
724,757,,,,,,,,,,2019-05-31 13:37:29,,2019-05-31 13:32:50,,2019-05-31 13:32:50,2019-05-31 13:32:50
725,758,,,,,,,,,,,,,,2019-05-31 14:35:58,
726,759,,,,,,,,,,2019-05-31 16:06:47,,2019-05-31 15:38:30,,2019-05-31 15:38:30,2019-05-31 15:38:30
727,760,,,,,,,,,,2019-05-31 16:59:45,,2019-05-31 16:53:42,,2019-05-31 16:53:42,2019-05-31 16:53:42
728,761,,,,,,,,,,2019-05-31 17:54:16,,2019-05-31 17:48:31,,2019-05-31 17:48:31,2019-05-31 17:48:31
729,762,,,,2019-05-31 18:46:44,,,,,,2019-05-31 18:46:44,,2019-05-31 18:39:56,,2019-05-31 18:39:56,2019-05-31 18:39:56
730,763,,,,2019-05-31 20:57:05,,,,,,,,,,,
731,764,,,,2019-05-31 21:44:40,,,,,,2019-05-31 21:44:40,,2019-05-31 21:37:18,,2019-05-31 21:37:18,2019-05-31 21:37:18
732,765,,,,2019-05-31 22:40:40,,,,,,,,,,,
