,key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
451,483,2019-05-21 09:40:04,,,,,,,,
452,484,2019-05-21 10:31:31,,,,,,,,
453,485,2019-05-21 11:42:33,,,,,,,,
454,486,2019-05-21 12:39:45,,,,,,,,
455,487,2019-05-21 13:28:33,,,,,,,,
456,488,2019-05-21 14:29:03,,,,,,,,
457,489,2019-05-21 15:21:41,,,,,,,,
458,490,2019-05-21 16:01:36,,,,,,,,
459,491,2019-05-21 16:28:07,,,,,,,,
460,492,2019-05-21 17:04:50,,,,,,,,
461,493,2019-05-21 17:51:29,,,,,,,,
462,494,2019-05-21 18:25:14,,,,,,,,
463,495,2019-05-21 19:16:00,,,,,,,,
464,496,2019-05-21 20:03:07,,,,,,,,
465,497,2019-05-21 20:51:55,,,,,,,,
466,498,2019-05-21 22:40:51,,,,,,,,
467,499,2019-05-21 23:25:51,,,,,,,,
468,500,2019-05-22 00:27:58,2019-05-22 00:29:24,,,,,,,
469,501,2019-05-22 01:03:20,2019-05-22 01:05:04,,,,,,,
470,502,2019-05-22 02:02:09,,,,,,,,
471,503,2019-05-22 03:37:02,,,,,,,,
472,504,,2019-05-22 04:23:02,,,,,,,
473,505,2019-05-22 05:25:48,2019-05-22 05:42:16,,,,,,,
474,507,2019-05-22 07:26:29,,,,,,,,
475,508,2019-05-22 08:58:51,,,,,,,,
476,509,2019-05-22 09:30:21,,,,,,,,
477,510,2019-05-22 10:04:00,,,,,,,,
478,511,2019-05-22 10:52:29,,,,,,,,
479,512,2019-05-22 11:23:55,2019-05-22 11:36:22,,,,,,,
480,513,2019-05-22 12:15:56,2019-05-22 12:17:11,,,,,,,
481,514,2019-05-22 13:20:49,,,,,,,,
482,515,2019-05-22 13:46:12,,,,,,,,
483,516,2019-05-22 14:14:45,,,,,,,,
484,517,2019-05-22 14:47:54,,,,,,,,
485,518,2019-05-22 15:12:04,,,,,,,,
486,519,2019-05-22 16:10:40,,,,,,,,
487,520,2019-05-22 16:51:09,2019-05-22 16:51:41,,,,,,,
488,521,2019-05-22 17:35:21,2019-05-22 17:35:44,,,,,,,
489,522,2019-05-22 18:00:13,2019-05-22 18:02:12,,,,,,,
490,523,2019-05-22 18:42:10,2019-05-22 18:43:56,,,,,,,
491,524,2019-05-22 19:13:40,2019-05-22 19:14:59,,,,,,,
492,525,2019-05-22 19:51:06,2019-05-22 19:52:01,,,,,,,
493,526,2019-05-22 20:29:12,2019-05-22 20:37:37,,,,,,,
494,527,2019-05-22 21:09:14,2019-05-22 21:10:00,,,,,,,
495,528,2019-05-22 21:43:03,,,,,,,,
496,530,,2019-05-22 22:54:52,,,,,,,
497,531,2019-05-23 00:40:43,2019-05-23 00:42:28,,,,,,,
498,532,2019-05-23 01:49:07,,,,,,,,
499,533,2019-05-23 02:23:39,2019-05-23 02:33:36,,,,,,,
500,534,2019-05-23 03:10:14,,,,,,,,
501,535,2019-05-23 03:44:02,,,,,,,,
502,536,2019-05-23 04:46:38,2019-05-23 05:03:21,,,,,,,
503,537,2019-05-23 06:17:57,,,,,,,,
504,538,2019-05-23 07:06:36,,,,,,,,
505,539,2019-05-23 07:56:29,,,,,,,,
506,541,2019-05-23 08:28:34,,,,,,,,
507,542,2019-05-23 09:14:38,,,,,,,,
508,543,2019-05-23 09:57:42,,,,,,,,
509,544,2019-05-23 11:25:23,,,,,,,,
510,545,2019-05-23 15:31:50,,,,,,,,
511,546,2019-05-23 16:13:21,,,,,,,,
512,547,2019-05-23 16:56:29,,,,,,,,
513,548,2019-05-23 17:46:05,,,,,,,,
514,549,2019-05-23 18:38:30,2019-05-23 18:41:45,,,,,,,
515,550,2019-05-23 19:41:22,,,,,,,,
516,551,,2019-05-23 20:58:09,,,,,,,
517,552,2019-05-23 21:20:42,,,,,,,,
518,553,2019-05-23 22:39:49,,,,,,,,
519,554,2019-05-23 23:38:38,,,,,,,,
520,555,2019-05-24 00:35:10,2019-05-24 00:38:33,,,,,,,
521,556,2019-05-24 01:31:24,2019-05-24 01:33:06,,,,,,,
522,557,2019-05-24 01:50:14,,,,,,,,
523,558,2019-05-24 02:43:43,,,,,,,,
524,559,2019-05-24 03:16:30,,,,,,,,
525,560,2019-05-24 03:46:13,,,,,,,,
526,561,2019-05-24 04:19:07,,,,,,,,
527,562,2019-05-24 05:28:51,,,,,,,,
528,563,2019-05-24 05:59:38,,,,,,,,
529,564,2019-05-24 07:03:23,,,,,,,,
530,565,2019-05-24 07:43:11,,,,,,,,
531,566,2019-05-24 08:28:35,,,,,,,,
532,567,2019-05-24 09:15:46,,,,,,,,
533,568,2019-05-24 10:00:05,,,,,,,,
534,569,2019-05-24 10:44:20,2019-05-24 10:46:27,,,,,,,
535,570,2019-05-24 11:10:55,2019-05-24 11:12:19,,,,,,,
536,571,2019-05-24 11:56:31,2019-05-24 12:14:49,,,,,,,
537,572,2019-05-24 12:38:20,2019-05-24 12:40:34,,,,,,,
538,573,2019-05-24 14:02:19,,,,,,,,
539,574,2019-05-24 14:46:23,,,,,,,,
540,575,2019-05-24 15:29:40,2019-05-24 15:39:45,,,,,,,
541,576,2019-05-24 15:57:11,2019-05-24 16:08:28,,,,,,,
542,577,2019-05-24 16:32:48,2019-05-24 16:33:09,,,,,,,
543,578,2019-05-24 17:05:24,2019-05-24 17:06:11,,,,,,,
544,579,2019-05-24 17:31:04,2019-05-24 17:40:23,,,,,,,
545,580,2019-05-24 18:19:58,2019-05-24 18:20:46,,,,,,,
546,581,2019-05-24 19:15:40,2019-05-24 19:16:38,,,,,,,
547,582,2019-05-24 20:16:17,,,,,,,,
548,583,2019-05-24 20:57:35,2019-05-24 21:12:44,,,,,,,
549,584,2019-05-24 23:56:22,,,,,,,,
550,585,2019-05-25 00:41:31,,,,,,,,
551,586,2019-05-25 01:17:33,,,,,,,,
552,587,2019-05-25 02:06:31,,,,,,,,
553,588,2019-05-25 03:04:50,,,,,,,,
554,589,2019-05-25 04:02:16,,,,,,,,
555,590,2019-05-25 04:42:57,,,,,,,,
556,591,2019-05-25 05:52:31,,,,,,,,
557,592,2019-05-25 06:50:56,,,,,,,,
558,593,2019-05-25 07:31:28,,,,,,,,
559,594,2019-05-25 08:07:00,2019-05-25 08:08:12,,,,,,,
560,595,2019-05-25 08:39:07,,,,,,,,
561,596,2019-05-25 09:45:14,,,,,,,,
562,597,2019-05-25 10:14:53,,,,,,,,
563,598,2019-05-25 11:14:53,2019-05-25 11:15:54,,,,,,,
564,599,2019-05-25 11:41:37,,,,,,,,
565,600,2019-05-25 12:03:11,,,,,,,,
566,601,2019-05-25 13:11:48,,,,,,,,
567,602,2019-05-25 13:52:57,,,,,,,,
568,603,2019-05-25 14:58:49,2019-05-25 15:00:22,,,,,,,
569,604,2019-05-25 15:35:15,,,,,,,,
570,605,2019-05-25 16:48:26,,,,,,,,
571,606,2019-05-25 18:08:28,,,,,,,,
572,608,2019-05-25 18:46:26,,,,,,,,
573,609,2019-05-25 19:39:07,,,,,,,,
574,610,2019-05-25 20:16:33,,,,,,,,
575,611,2019-05-25 21:48:43,,,,,,,,
576,612,2019-05-25 22:20:05,2019-05-25 22:21:01,,,,,,,
577,613,2019-05-25 23:29:53,,,,,,,,
578,614,2019-05-26 00:16:56,,,,,,,,
579,615,2019-05-26 00:52:11,,,,,,,,
580,616,2019-05-26 01:47:05,,,,,,,,
581,617,2019-05-26 02:30:22,,,,,,,,
582,618,2019-05-26 03:03:18,,,,,,,,
583,619,2019-05-26 03:38:29,,,,,,,,
584,620,2019-05-26 04:13:59,,,,,,,,
585,621,2019-05-26 05:04:50,,,,,,,,
586,622,2019-05-26 05:45:07,,,,,,,,
587,623,2019-05-26 06:25:01,,,,,,,,
588,624,2019-05-26 07:14:09,,,,,,,,
589,625,2019-05-26 08:23:40,,,,,,,,
590,626,2019-05-26 13:18:04,2019-05-26 13:22:12,,,,,,,
591,627,2019-05-26 09:04:51,,,,,,,,
592,628,2019-05-26 09:43:27,2019-05-26 09:45:02,,,,,,,
593,629,2019-05-26 10:37:19,2019-05-26 10:38:15,,,,,,,
594,630,2019-05-26 14:32:23,2019-05-26 14:39:42,,,,,,,
595,631,2019-05-26 15:39:13,2019-05-26 15:40:42,,,,,,,
596,632,2019-05-26 16:11:42,2019-05-26 16:12:56,,,,,,,
597,633,2019-05-26 16:47:29,2019-05-26 16:47:46,,,,,,,
598,634,2019-05-26 17:07:39,,,,,,,,
599,635,2019-05-26 17:48:52,2019-05-26 17:59:23,,,,,,,
600,636,2019-05-26 18:22:49,,,,,,,,
601,637,2019-05-26 18:58:35,,,,,,,,
602,638,2019-05-26 19:29:45,,,,,,,,
603,639,2019-05-26 20:01:48,,,,,,,,
604,640,2019-05-27 01:56:30,,,,,,,,
605,641,2019-05-26 20:37:22,,,,,,,,
606,642,2019-05-27 00:06:21,,,,,,,,
607,643,2019-05-26 23:21:24,,,,,,,,
608,644,2019-05-27 02:45:24,,,,,,,,
609,645,2019-05-27 03:29:25,,,,,,,,
610,646,2019-05-27 04:10:52,,,,,,,,
611,647,2019-05-27 04:58:17,,,,,,,,
612,648,2019-05-27 05:41:05,,,,,,,,
613,649,2019-05-27 06:22:34,,,,,,,,
614,650,2019-05-27 07:31:17,,,,,,,,
615,651,2019-05-27 08:22:59,,,,,,,,
616,652,2019-05-27 09:26:33,,,,,,,,
617,653,2019-05-27 10:50:11,,,,,,,,
618,654,2019-05-27 12:07:07,2019-05-27 12:08:59,,,,,,,
619,655,2019-05-27 12:40:11,,,,,,,,
620,656,2019-05-27 13:19:04,,,,,,,,
621,657,2019-05-27 14:05:00,2019-05-27 14:06:50,,,,,,,
622,658,2019-05-27 15:30:44,,,,,,,,
623,659,2019-05-27 16:21:32,,,,,,,,
624,660,2019-05-27 17:09:41,,,,,,,,
625,661,2019-05-27 18:16:04,2019-05-27 18:16:29,,,,,,,
626,662,2019-05-27 19:40:19,,,,,,,,
627,663,2019-05-27 22:53:48,,,,,,,,
628,664,2019-05-27 23:46:16,,,,,,,,
629,665,2019-05-28 00:10:06,,,,,,,,
630,666,2019-05-28 00:48:30,,,,,,,,
631,667,2019-05-28 01:23:09,,,,,,,,
632,668,2019-05-28 02:01:35,,,,,,,,
633,669,2019-05-28 02:29:42,,,,,,,,
634,670,2019-05-28 02:59:11,,,,,,,,
635,671,2019-05-28 03:51:48,,,,,,,,
636,672,2019-05-28 04:37:23,,,,,,,,
637,673,2019-05-28 05:17:50,,,,,,,,
638,674,2019-05-28 06:14:04,,,,,,,,
639,675,2019-05-28 06:37:38,,,,,,,,
640,676,2019-05-28 07:18:05,,,,,,,,
641,677,2019-05-28 08:10:02,,,,,,,,
642,678,2019-05-28 09:01:43,,,,,,,,
643,679,2019-05-28 09:30:26,,,,,,,,
644,680,2019-05-28 10:31:23,,,,,,,,
645,681,2019-05-28 12:11:48,,,,,,,,
646,682,2019-05-28 14:39:17,,,,,,,,
647,684,2019-05-28 15:40:23,,,,,,,,
648,685,2019-05-28 16:20:55,,,,,,,,
649,686,2019-05-28 17:28:32,,,,,,,,
650,687,2019-05-28 18:23:27,,,,,,,,
651,688,2019-05-28 18:46:01,,,,,,,,
652,689,2019-05-28 20:27:03,2019-05-28 20:28:27,,,,,,,
653,690,2019-05-28 21:45:33,,,,,,,,
654,691,2019-05-28 22:27:17,2019-05-28 22:53:08,,,,,,,
655,692,2019-05-28 23:33:55,2019-05-28 23:36:22,,,,,,,
656,693,2019-05-29 00:27:20,,,,,,,,
657,694,2019-05-29 01:15:08,,,,,,,,
658,695,2019-05-29 01:47:37,2019-05-29 01:49:07,,,,,,,
659,696,2019-05-29 03:15:38,,,,,,,,
660,697,2019-05-29 03:58:22,,,,,,,,
661,698,2019-05-29 04:51:59,,,,,,,,
662,699,2019-05-29 05:41:03,,,,,,,,
663,700,2019-05-29 06:29:03,,,,,,,,
664,701,2019-05-29 07:17:46,,,,,,,,
665,702,2019-05-29 08:08:54,,,,,,,,
666,703,2019-05-29 08:59:42,,,,,,,,
667,704,2019-05-29 09:43:10,,,,,,,,
668,705,2019-05-29 10:50:06,,,,,,,,
669,706,2019-05-29 11:50:12,,,,,,,,
670,707,2019-05-29 12:57:58,,,,,,,,
671,708,2019-05-29 13:54:46,,,,,,,,
672,709,2019-05-29 15:07:15,,,,,,,,
673,716,2019-05-29 22:54:55,,,,,,,,
674,717,2019-05-29 23:30:39,,,,,,,,
675,718,2019-05-30 00:26:05,,,,,,,,
676,719,2019-05-30 01:02:22,,,,,,,,
677,720,2019-05-30 01:35:53,,,,,,,,
678,721,2019-05-30 02:02:57,,,,,,,,
679,722,2019-05-30 02:40:36,,,,,,,,
680,723,2019-05-30 03:29:17,,,,,,,,
681,724,2019-05-30 04:06:25,,,,,,,,
682,725,2019-05-30 05:03:40,,,,,,,,
683,726,2019-05-30 06:04:05,,,,,,,,
684,727,2019-05-30 06:49:31,,,,,,,,
685,728,2019-05-30 07:25:43,,,,,,,,
686,729,2019-05-30 08:09:16,,,,,,,,
687,730,2019-05-30 08:35:51,,,,,,,,
688,731,2019-05-30 09:31:07,,,,,,,,
689,732,2019-05-30 10:01:02,,,,,,,,
690,733,2019-05-30 10:36:02,,,,,,,,
691,734,2019-05-30 11:35:53,,,,,,,,
692,735,2019-05-30 12:33:27,,,,,,,,
693,736,2019-05-30 13:29:00,,,,,,,,
694,737,2019-05-30 14:06:49,,,,,,,,
695,738,2019-05-30 14:58:12,,,,,,,,
696,739,2019-05-30 16:00:48,,,,,,,,
697,740,2019-05-30 20:06:04,,,,,,,,
698,741,2019-05-30 20:48:36,,,,,,,,
699,742,2019-05-30 21:20:29,,,,,,,,
700,743,2019-05-30 22:21:52,,,,,,,,
701,745,2019-05-30 23:56:02,2019-05-31 00:01:56,,,,,,,
702,746,2019-05-31 00:58:06,2019-05-31 00:59:41,,,,,,,
703,747,2019-05-31 02:19:45,,,,,,,,
704,749,2019-05-31 03:43:37,2019-05-31 03:44:30,,,,,,,
705,750,,2019-05-31 04:17:54,,,,,,,
706,751,2019-05-31 04:48:54,2019-05-31 04:50:47,,,,,,,
707,752,2019-05-31 05:38:26,2019-05-31 05:39:54,,,,,,,
708,753,2019-05-31 06:23:32,2019-05-31 06:25:20,,,,,,,
709,756,2019-05-31 08:20:30,,,,,,,,
710,757,2019-05-31 13:36:08,,,,,,,,
711,758,2019-05-31 14:54:11,,,,,,,,
712,759,2019-05-31 16:05:56,,,,,,,,
713,760,2019-05-31 16:58:54,,,,,,,,
714,761,2019-05-31 17:52:31,,,,,,,,
715,762,2019-05-31 18:42:33,,,,,,,,
716,763,2019-05-31 20:46:26,,,,,,,,
717,764,2019-05-31 21:41:24,,,,,,,,
718,765,2019-05-31 22:37:25,,,,,,,,
719,767,2019-05-31 23:38:44,,,,,,,,
720,768,2019-06-01 00:11:43,,,,,,,,
721,769,2019-06-01 00:45:02,2019-06-01 01:08:45,,,,,,,
722,770,2019-06-01 01:37:17,,,,,,,,
723,771,2019-06-01 02:25:40,,,,,,,,2019-06-01 02:25:26
724,772,2019-06-01 03:05:02,2019-06-01 03:06:16,,,,,,,
725,773,2019-06-01 03:50:36,2019-06-01 03:51:30,,,,,,,
726,774,2019-06-01 04:54:51,2019-06-01 04:56:04,,,,,,,2019-06-01 04:57:26
727,775,2019-06-01 05:42:06,2019-06-01 05:44:32,,,,,,,2019-06-01 05:45:01
728,776,2019-06-01 06:18:31,2019-06-01 06:20:17,,,,,,,
729,777,2019-06-01 06:52:15,2019-06-01 06:54:10,,,,,,,
730,778,2019-06-01 07:23:12,2019-06-01 07:24:39,,,,,,,2019-06-01 07:26:42
731,779,2019-06-01 08:04:27,2019-06-01 08:05:40,,,,,,,
732,780,2019-06-01 08:42:00,2019-06-01 08:45:17,,,,,,,
733,781,2019-06-01 09:22:29,2019-06-01 09:24:57,,,,,,,
734,782,2019-06-01 09:51:35,2019-06-01 10:07:43,,,,,,,2019-06-01 09:54:01
735,783,2019-06-01 10:50:18,2019-06-01 11:04:21,,,,,,,
736,784,2019-06-01 11:36:34,2019-06-01 11:40:49,,,,,,,
737,785,2019-06-01 12:08:51,,,,,,,,
738,786,2019-06-01 12:36:50,,,,,,,,
739,787,2019-06-01 13:20:04,,,,,,,,
740,788,2019-06-01 14:18:50,,,,,,,,
741,789,2019-06-01 15:24:48,,,,,,,,
742,790,2019-06-01 16:14:02,2019-06-01 16:15:07,,,,,,,
743,791,2019-06-01 17:19:34,2019-06-01 17:20:31,,,,,,,
744,792,2019-06-01 18:48:26,2019-06-01 18:49:50,,,,,,,
745,793,2019-06-01 19:41:28,2019-06-01 19:55:15,,,,,,,
746,794,2019-06-01 20:31:36,2019-06-01 20:33:15,,,,,,,
747,795,2019-06-01 21:34:12,2019-06-01 21:34:33,,,,,,,
748,801,2019-06-02 04:43:46,2019-06-02 04:46:52,,,,,,,
749,802,2019-06-02 02:21:27,2019-06-02 02:24:06,,,,,,,
750,803,2019-06-02 03:41:26,2019-06-02 03:46:00,,,,,,,
751,804,2019-06-02 05:10:38,2019-06-02 05:11:58,,,,,,,
752,805,2019-06-02 06:02:17,,,,,,,,
753,806,2019-06-02 06:44:58,,,,,,,,
754,807,2019-06-02 07:53:20,,,,,,,,
755,808,2019-06-02 08:35:45,,,,,,,,
756,809,2019-06-02 09:28:51,,,,,,,,
757,810,2019-06-02 10:12:48,,,,,,,,
758,811,2019-06-02 11:00:56,,,,,,,,
759,812,2019-06-02 12:01:54,,,,,,,,
760,813,2019-06-02 12:53:13,2019-06-02 12:55:00,,,,,,,
761,814,2019-06-02 14:05:07,,,,,,,,
762,815,2019-06-02 15:43:47,,,,,,,,
763,816,2019-06-02 16:27:15,2019-06-02 16:28:17,,,,,,,
764,817,2019-06-02 17:22:56,2019-06-02 17:50:05,,,,,,,
765,818,2019-06-02 18:14:21,,,,,,,,
766,819,2019-06-02 18:55:26,2019-06-02 18:56:14,,,,,,,
767,820,2019-06-02 19:58:49,2019-06-02 20:20:07,2019-06-02 20:37:44,,,,,,
768,821,2019-06-02 21:13:15,,,,,,,,
769,822,2019-06-02 22:19:40,,,,,,,,
770,823,2019-06-02 22:55:11,,,,,,,,
771,824,2019-06-02 23:41:44,2019-06-02 23:43:13,,,,,,,
772,825,2019-06-03 00:24:24,,,,,,,,
773,826,2019-06-03 00:52:13,2019-06-03 00:53:23,,,,,,,
774,827,2019-06-03 01:59:26,2019-06-03 02:01:00,,,,,,,
775,828,2019-06-03 02:37:07,2019-06-03 02:37:55,,,,,,,
776,829,2019-06-03 03:22:40,,,,,,,,
777,830,2019-06-03 04:32:49,,,,,,,,
778,831,2019-06-03 05:04:57,,,,,,,,
779,832,2019-06-03 05:32:56,,,,,,,,
780,833,2019-06-03 06:38:57,,,,,,,,
781,834,2019-06-03 07:19:50,2019-06-03 07:21:23,,,,,,,
782,835,2019-06-03 08:03:46,2019-06-03 08:05:31,,,,,,,
783,836,2019-06-03 08:37:09,,,,,,,,
784,837,2019-06-03 09:35:36,2019-06-03 09:57:16,,,,,,,
785,838,2019-06-03 10:34:37,2019-06-03 10:40:48,,,,,,,
786,839,2019-06-03 11:28:46,,,,,,,,
787,840,2019-06-03 12:13:26,2019-06-03 12:14:41,,,,,,,
788,842,2019-06-03 14:16:40,,,,,,,,
789,843,2019-06-03 15:08:41,,,,,,,,
790,844,2019-06-03 16:25:33,2019-06-03 16:27:27,,,,,,,
791,845,2019-06-03 17:07:09,,,,,,,,
792,846,2019-06-03 17:46:15,,,,,,,,
793,847,2019-06-03 18:33:22,,,,,,,,
794,848,2019-06-03 19:14:01,,,,,,,,
795,849,2019-06-03 22:37:35,,,,,,,,
796,850,2019-06-03 23:14:48,,,,,,,,
797,851,2019-06-04 00:19:40,,,,,,,,
798,852,2019-06-04 01:03:03,,,,,,,,
799,853,2019-06-04 02:09:38,,,,,,,,
800,854,2019-06-04 03:16:18,2019-06-04 03:17:49,,,,,,,
801,855,2019-06-04 04:57:04,,,,,,,,
802,856,2019-06-04 06:18:29,2019-06-04 06:29:52,,,,,,,
803,857,2019-06-04 07:12:40,2019-06-04 07:13:40,,,,,,,
804,858,2019-06-04 08:15:28,,,,,,,,
805,859,2019-06-04 08:51:19,,,,,,,,
806,860,2019-06-04 09:26:39,2019-06-04 09:28:26,,,,,,,
807,861,2019-06-04 10:28:46,,,,,,,,
808,862,2019-06-04 11:04:32,,,,,,,,
809,863,2019-06-04 11:35:22,,,,,,,,
810,864,2019-06-04 12:22:59,,,,,,,,
811,865,2019-06-04 13:22:19,,,,,,,,
812,866,2019-06-04 13:48:50,2019-06-04 13:50:15,,,,,,,
813,867,2019-06-04 14:32:56,2019-06-04 14:43:58,,,,,,,
814,868,2019-06-04 15:13:29,,,,,,,,
815,869,2019-06-04 15:45:33,2019-06-04 15:46:30,,,,,,,
816,870,2019-06-04 16:29:42,2019-06-04 16:38:17,,,,,,,
817,871,2019-06-04 17:11:40,2019-06-04 17:13:23,,,,,,,
818,872,2019-06-04 17:49:27,,,,,,,,
819,873,2019-06-04 18:24:28,2019-06-04 18:38:04,,,,,,,
820,874,2019-06-04 18:58:43,2019-06-04 19:10:39,,,,,,,
821,875,2019-06-04 19:43:19,,,,,,,,
822,876,2019-06-04 20:17:18,2019-06-04 20:28:23,,,,,,,
823,877,2019-06-04 21:36:50,,,,,,,,
824,878,2019-06-04 22:25:06,,,,,,,,
825,879,2019-06-04 23:04:05,,,,,,,,
826,880,2019-06-04 23:46:52,,,,,,,,
827,881,2019-06-05 00:38:13,,,,,,,,
828,882,2019-06-05 01:14:45,,,,,,,,
829,883,2019-06-05 01:52:31,,,,,,,,
830,884,2019-06-05 02:21:02,,,,,,,,
831,885,2019-06-05 02:54:26,,,,,,,,
832,886,2019-06-05 03:26:14,,,,,,,,
833,887,2019-06-05 04:04:12,,,,,,,,
834,888,2019-06-05 04:36:58,,,,,,,,
835,889,2019-06-05 05:17:58,,,,,,,,
836,890,2019-06-05 05:59:21,,,,,,,,
837,891,2019-06-05 06:35:18,,,,,,,,
838,892,2019-06-05 07:04:31,,,,,,,,
839,893,2019-06-05 07:45:07,,,,,,,,
840,894,2019-06-05 08:15:29,,,,,,,,
841,895,2019-06-05 08:56:04,2019-06-05 09:00:46,,,,,,,
842,896,2019-06-05 09:42:06,2019-06-05 10:10:30,,,,,,,
843,897,2019-06-05 10:54:50,,,,,,,,
844,898,2019-06-05 12:04:36,,,,,,,,
845,899,2019-06-05 12:37:21,2019-06-05 12:50:03,,,,,,,
846,900,2019-06-05 13:11:50,2019-06-05 13:12:59,,,,,,,
847,901,2019-06-05 13:54:50,,,,,,,,
848,902,2019-06-05 14:33:48,,,,,,,,
849,903,2019-06-05 15:50:43,,,,,,,,
850,904,2019-06-05 16:18:46,,,,,,,,
851,905,2019-06-05 17:22:54,,,,,,,,
852,906,2019-06-05 18:09:47,,,,,,,,
853,907,2019-06-05 19:25:13,2019-06-05 19:27:19,,,,,,,
854,908,2019-06-05 20:04:57,2019-06-05 20:06:04,,,,,,,
855,909,2019-06-05 20:43:58,,,,,,,,
856,910,2019-06-05 21:25:19,2019-06-05 21:27:57,,,,,,,
857,911,2019-06-05 22:06:32,2019-06-05 22:08:05,,,,,,,
858,912,2019-06-05 22:54:44,,,,,,,,
859,913,2019-06-06 00:11:19,2019-06-06 00:13:28,,,,,,,
860,914,2019-06-06 01:12:05,2019-06-06 01:13:02,,,,,,,
861,915,2019-06-06 01:53:17,2019-06-06 01:53:55,,,,,,,
862,916,2019-06-06 02:43:48,2019-06-06 02:44:56,,,,,,,
863,917,2019-06-06 04:24:36,2019-06-06 04:26:25,,,,,,,
864,918,2019-06-06 05:21:24,2019-06-06 05:23:02,,,,,,,
865,919,2019-06-06 06:34:07,2019-06-06 06:17:55,,,,,,,
866,920,2019-06-06 07:06:57,2019-06-06 07:07:21,,,,,,,
867,921,2019-06-06 08:12:52,,,,,,,,
868,922,2019-06-06 08:48:42,,,,,,,,
869,923,2019-06-06 09:55:38,,,,,,,,
870,924,2019-06-06 10:25:41,,,,,,,,
871,925,2019-06-06 11:37:49,,,,,,,,
872,926,2019-06-06 12:23:23,,,,,,,,
873,927,2019-06-06 12:45:27,,,,,,,,
874,928,2019-06-06 17:24:55,2019-06-06 17:29:34,,,,,,,
875,935,2019-06-07 00:24:20,2019-06-07 00:28:02,,,,,,,
876,936,2019-06-07 01:39:48,,,,,,,,
877,937,2019-06-07 02:21:57,,,,,,,,
878,938,2019-06-07 03:23:41,,,,,,,,
879,939,2019-06-07 04:36:39,,,,,,,,
880,940,2019-06-07 05:23:13,,,,,,,,
881,941,2019-06-07 07:01:54,,,,,,,,
882,942,2019-06-07 07:45:16,,,,,,,,
883,943,2019-06-07 07:59:23,,,,,,,,
884,944,2019-06-07 09:09:19,,,,,,,,
885,945,2019-06-07 10:02:59,,,,,,,,
886,946,2019-06-07 10:42:04,2019-06-07 10:43:46,,,,,,,
887,947,2019-06-07 11:44:09,,,,,,,,
888,948,2019-06-07 12:41:15,2019-06-07 12:42:23,,,,,,,
889,949,2019-06-07 12:22:20,2019-06-07 12:26:47,,,,,,,
890,950,2019-06-07 13:18:21,2019-06-07 13:19:15,,,,,,,
891,951,2019-06-07 14:00:54,2019-06-07 14:01:54,,,,,,,
892,952,2019-06-07 14:31:13,2019-06-07 14:32:19,,,,,,,2019-06-07 14:29:39
893,953,2019-06-07 15:07:13,2019-06-07 15:09:35,,,,,,,
894,954,2019-06-07 16:12:15,2019-06-07 16:14:56,,,,,,,
895,955,2019-06-07 16:34:13,,,,,,,,
896,956,2019-06-07 17:05:16,2019-06-07 17:09:40,,,,,,,
897,957,2019-06-07 18:00:51,2019-06-07 18:01:35,,,,,,,
898,958,2019-06-07 18:39:09,2019-06-07 18:42:10,,,,,,,
899,959,2019-06-07 19:05:11,,,,,,,,
900,960,2019-06-07 19:56:36,2019-06-07 19:57:26,,,,,,,
901,961,2019-06-07 20:23:13,2019-06-07 20:30:10,,,,,,,2019-06-07 20:28:19
902,962,2019-06-07 20:59:20,2019-06-07 21:02:11,,,,,,,2019-06-07 21:03:47
903,963,2019-06-07 21:34:25,2019-06-07 21:36:45,,,,,,,2019-06-07 21:42:24
904,964,2019-06-07 22:11:43,2019-06-07 22:13:45,,,,,,,
905,965,2019-06-07 22:42:19,2019-06-07 22:45:44,,,,,,,2019-06-07 22:47:35
906,966,2019-06-07 23:20:17,2019-06-07 23:23:55,,,,,,,2019-06-07 23:25:28
907,967,2019-06-07 23:55:49,2019-06-07 23:57:43,,,,,,,2019-06-07 23:59:16
908,968,2019-06-08 00:29:36,,,,,,,,
909,969,2019-06-08 01:01:06,2019-06-08 01:01:35,,,,,,,
910,970,2019-06-08 01:44:15,,,,,,,,
911,971,2019-06-08 02:31:22,2019-06-08 02:35:44,,,,,,,
912,972,2019-06-08 03:15:07,2019-06-08 03:17:57,,,,,,,
913,973,2019-06-08 04:01:39,,,,,,,,
914,974,2019-06-08 04:25:10,2019-06-08 04:27:20,,,,,,,
915,975,2019-06-08 05:09:49,2019-06-08 05:13:12,,,,,,,
916,976,2019-06-08 05:41:50,2019-06-08 05:42:38,,,,,,,
917,977,2019-06-08 06:14:07,2019-06-08 06:16:02,,,,,,,
918,978,2019-06-08 07:20:17,2019-06-08 07:21:16,,,,,,,
919,979,2019-06-08 07:49:45,,,,,,,,
920,980,2019-06-08 08:38:41,2019-06-08 08:39:51,,,,,,,
921,981,2019-06-08 09:50:40,,,,,,,,
922,982,2019-06-08 10:13:15,,,,,,,,
923,983,2019-06-08 10:44:42,,,,,,,,
924,984,2019-06-08 11:30:27,,,,,,,,
925,985,2019-06-08 12:19:32,,,,,,,,
926,986,2019-06-08 13:33:38,,,,,,,,
927,987,2019-06-08 14:43:01,2019-06-08 14:43:54,,,,,,,
