,key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
728,776,60.137997,58.11832,,,,,,,
729,777,147.186005,88.037041,,,,,,,
730,778,62.1972,128.994324,,,,,,,53.071201
731,779,90.370796,159.06384200000002,,,,,,,
732,780,84.520805,185.122086,,,,,,,
733,781,95.191201,115.211197,,,,,,,
734,782,197.542801,150.257128,,,,,,,55.000397
735,783,160.664398,30.280639,,,,,,,
736,784,156.077995,40.263599,,,,,,,
737,785,120.276009,,,,,,,,
738,786,100.105202,,,,,,,,
739,787,128.278794,,,,,,,,
740,788,145.267196,,,,,,,,
741,789,123.271202,,,,,,,,
742,790,69.357597,78.295356,,,,,,,
743,791,80.121597,40.173119,,,,,,,
744,792,85.129196,75.309525,,,,,,,
745,793,120.229195,19.121441,,,,,,,
746,794,80.168404,90.268875,,,,,,,
747,795,65.098801,10.163919,,,,,,,
748,801,63.179999,36.403118,,,,,,,
749,802,29.249999,80.37639999999999,,,,,,,
750,803,85.035599,188.258724,,,,,,,
751,804,87.188401,93.134079,,,,,,,
752,805,75.30120099999999,,,,,,,,
753,806,99.169197,,,,,,,,
754,807,127.295998,,,,,,,,
755,808,193.377594,,,,,,,,
756,809,137.638809,,,,,,,,
757,810,117.374402,,,,,,,,
758,811,163.987198,,,,,,,,
759,812,19.0476,,,,,,,,
760,813,29.25,85.141678,,,,,,,
761,814,96.220802,,,,,,,,
762,815,16.099199,,,,,,,,
763,816,129.074402,42.0732,,,,,,,
764,817,99.683998,27.08368,,,,,,,
765,818,92.523596,,,,,,,,
766,819,198.338395,65.05511999999999,,,,,,,
767,820,155.376007,60.169201,240.240005,,,,,,
768,821,197.449189,,,,,,,,
769,822,104.878792,,,,,,,,
770,823,42.166801,,,,,,,,
771,824,139.230011,58.23896,,,,,,,
772,825,104.083199,,,,,,,,
773,826,113.302799,16.135599,,,,,,,
774,827,30.139198,30.129841,,,,,,,
775,828,70.012794,27.083679,,,,,,,
776,829,61.120799,,,,,,,,
777,830,41.137199,,,,,,,,
778,831,52.275597,,,,,,,,
779,832,61.2612,,,,,,,,
780,833,73.101601,,,,,,,,
781,834,44.132397,19.1516,,,,,,,
782,835,42.119999,23.16288,,,,,,,
783,836,89.01359599999999,,,,,,,,
784,837,212.003992,92.19912,,,,,,,
785,838,130.80599999999998,131.376957,,,,,,,
786,839,68.187599,,,,,,,,
787,840,50.122799,50.125919,,,,,,,
788,842,93.085197,,,,,,,,
789,843,97.156795,,,,,,,,
790,844,60.137997,45.119358,,,,,,,
791,845,110.167198,,,,,,,,
792,846,118.310394,,,,,,,,
793,847,97.344002,,,,,,,,
794,848,142.27200299999998,,,,,,,,
795,849,140.119202,,,,,,,,
796,850,189.867585,,,,,,,,
797,851,85.082397,,,,,,,,
798,852,148.215609,,,,,,,,
799,853,176.248794,,,,,,,,
800,854,64.349999,30.09968,,,,,,,
801,855,91.2132,,,,,,,,
802,856,116.251204,15.14032,,,,,,,
803,857,69.965996,30.09968,,,,,,,
804,858,65.098801,,,,,,,,
805,859,122.288406,,,,,,,,
806,860,33.274799,28.13928,,,,,,,
807,861,123.224396,,,,,,,,
808,862,44.9748,,,,,,,,
809,863,119.1996,,,,,,,,
810,864,135.252014,,,,,,,,
811,865,100.151993,,,,,,,,
812,866,100.105202,50.09576,,,,,,,
813,867,158.51160399999998,35.07608,,,,,,,
814,868,103.849197,,,,,,,,
815,869,163.285202,45.149521,,,,,,,
816,870,230.443191,56.519836,,,,,,,
817,871,125.283607,66.38215600000001,,,,,,,
818,872,43.243198,,,,,,,,
819,873,142.27200299999998,24.158159,,,,,,,
820,874,143.208008,52.1768,,,,,,,
821,875,65.192402,,,,,,,,
822,876,170.398804,29.164719,,,,,,,
823,877,185.561982,,,,,,,,
824,878,110.167196,,,,,,,,
825,879,118.3572,,,,,,,,
826,880,121.21199,,,,,,,,
827,881,119.246399,,,,,,,,
828,882,100.105202,,,,,,,,
829,883,67.0644,,,,,,,,
830,884,127.342804,,,,,,,,
831,885,88.17119600000001,,,,,,,,
832,886,120.135605,,,,,,,,
833,887,101.041199,,,,,,,,
834,888,117.280793,,,,,,,,
835,889,118.310395,,,,,,,,
836,890,80.215194,,,,,,,,
837,891,100.526397,,,,,,,,
838,892,102.726,,,,,,,,
839,893,45.161999,,,,,,,,
840,894,34.304398,,,,,,,,
841,895,96.829201,50.156082,,,,,,,
842,896,143.535593,12.12432,,,,,,,
843,897,186.170395,,,,,,,,
844,898,100.011597,,,,,,,,
845,899,105.112801,13.17992,,,,,,,
846,900,55.1772,10.133759,,,,,,,
847,901,139.183212,,,,,,,,
848,902,75.11399800000001,,,,,,,,
849,903,110.167198,,,,,,,,
850,904,97.156799,,,,,,,,
851,905,101.134796,,,,,,,,
852,906,55.083599,,,,,,,,
853,907,45.1152,35.166557,,,,,,,
854,908,50.122799,39.6604,,,,,,,
855,909,35.099998,,,,,,,,
856,910,58.078796,35.19672,,,,,,,
857,911,60.044403,43.671677,,,,,,,
858,912,75.301201,,,,,,,,
859,913,65.192406,50.125919,,,,,,,
860,914,68.234398,23.012081,,,,,,,
861,915,25.037998,37.096798,,,,,,,
862,916,100.245598,15.019679,,,,,,,
863,917,65.14559799999999,24.972479,,,,,,,
864,918,96.361198,55.283280000000005,,,,,,,
865,919,46.144798,132.1008,,,,,,,
866,920,95.238007,40.142963,,,,,,,
867,921,122.2416,,,,,,,,
868,922,58.967995,,,,,,,,
869,923,122.147995,,,,,,,,
870,924,159.166793,,,,,,,,
871,925,166.28041000000002,,,,,,,,
872,926,77.54759999999999,,,,,,,,
873,927,58.078796,,,,,,,,
874,928,115.034401,215.432892,,,,,,,
875,935,60.04439899999999,36.071362,,,,,,,
876,936,149.759991,,,,,,,,
877,937,142.084793,,,,,,,,
878,938,142.084794,,,,,,,,
879,939,140.166,,,,,,,,
880,940,132.163208,,,,,,,,
881,941,86.954399,,,,,,,,
882,942,63.039597,,,,,,,,
883,943,168.105591,,,,,,,,
884,944,63.086401,,,,,,,,
885,945,60.091198,,,,,,,,
886,946,106.189194,20.207199,,,,,,,
887,947,123.037201,,,,,,,,
888,948,80.07479900000001,21.202478,,,,,,,
889,949,49.046402,60.169201,,,,,,,
890,950,80.074799,59.837441,,,,,,,
891,951,23.072399,45.209839,,,,,,,
892,952,115.034401,30.16,,,,,,,23.5508
893,953,110.120399,231.568481,,,,,,,
894,954,13.0572,131.346802,,,,,,,
895,955,95.144392,,,,,,,,
896,956,138.574791,135.388229,,,,,,,
897,957,90.136795,30.190161,,,,,,,
898,958,100.011597,95.154793,,,,,,,
899,959,123.037201,,,,,,,,
900,960,130.05719,101.247119,,,,,,,
901,961,55.177196,70.122002,,,,,,,90.053604
902,962,58.172401,130.110245,,,,,,,30.066399
903,963,112.085999,111.049118,,,,,,,30.066399
904,964,90.043198,135.267593,,,,,,,
905,965,122.2416,195.225677,,,,,,,35.0168
906,966,85.175995,178.124955,,,,,,,28.0644
907,967,120.088806,115.33183300000002,,,,,,,30.066399
908,968,70.10640000000001,,,,,,,,
909,969,86.11200000000001,74.55552,,,,,,,
910,970,84.099601,,,,,,,,
911,971,106.469995,108.123596,,,,,,,
912,972,125.096397,161.356003,,,,,,,
913,973,45.115197,,,,,,,,
914,974,60.04440399999999,105.318718,,,,,,,
915,975,40.014,90.178398,,,,,,,
916,976,85.082398,171.550073,,,,,,,
917,977,65.098801,90.087921,,,,,,,
918,978,80.028,45.05904,,,,,,,
919,979,86.15879899999999,,,,,,,,
920,980,68.09400199999999,35.106239,,,,,,,
921,981,71.13600199999999,,,,,,,,
922,982,57.096001,,,,,,,,
923,983,137.264404,,,,,,,,
924,984,130.103989,,,,,,,,
925,985,153.22319,,,,,,,,
926,986,68.00039699999999,,,,,,,,
927,987,145.407594,30.069521,,,,,,,
928,988,160.99200399999998,90.11808,277.092834,,,,,,
929,989,127.155593,85.20199600000001,,,,,,,
930,990,50.075996,,,,,,,,
931,991,96.969597,,,,,,,,
932,992,56.16,,,,,,,,
933,993,134.175598,,,,,,,,
934,994,160.196396,,,,,,,,
935,995,129.168,,,,,,,,
936,996,105.066002,,,,,,,,
937,997,51.058804,,,,,,,,
938,998,105.066002,,,,,,,,
939,999,110.026794,,,,,,,,
940,1000,169.181992,24.128,,,,,,,
941,1001,130.05719,,,,,,,,
942,1002,126.968395,,,,,,,,
943,1003,69.966003,9.13848,,,,,,,
944,1004,140.072403,,,,,,,,
945,1005,100.151993,,,,,,,,
946,1006,97.156791,30.190161,,,,,,,
947,1007,100.151993,,,,,,,,62.0256
948,1008,45.1152,,,,,,,,
949,1009,20.030399,,,,,,,,
950,1010,,,,,,,,,17.0352
951,1011,45.1152,,,,,,,,
952,1012,60.886799,,,,,,,,
953,1013,65.00520300000001,,,,,,,,
954,1014,93.178795,,,,,,,,
955,1015,92.055603,,,,,,,,
956,1016,94.1148,,,,,,,,
957,1017,96.173996,,,,,,,,
958,1018,102.070801,,,,,,,,
959,1019,100.43280099999998,50.125919,,,,,,,
960,1020,85.12919600000001,100.312157,,,,,,,
961,1021,93.2724,48.13536,,,,,,,
962,1022,96.267593,,,,,,,,
963,1023,70.012794,25.213758,,,,,,,
964,1024,60.044403,,,,,,,,
965,1025,125.190003,,,,,,,,
966,1026,65.051994,,,,,,,,
967,1027,20.124001,,,,,,,,
968,1028,53.071201,,,,,,,,
969,1029,111.1968,,,,,,,,
970,1030,120.744003,,,,,,,,
971,1031,105.066002,,,,,,,,
972,1032,96.0336,,,,,,,,
973,1033,81.104393,,,,,,,,
974,1034,107.125199,,,,,,,,
975,1035,101.041199,,,,,,,,
976,1036,86.06519899999999,,,,,,,,
977,1037,104.083199,,,,,,,,
978,1038,103.053604,,,,,,,,
979,1039,136.047598,,,,,,,,
980,1040,137.077194,,,,,,,,
981,1041,157.29480600000002,16.195919,,,,,,,
982,1042,98.046001,18.156321,231.591369,,,,,,
983,1043,90.277199,70.18231999999999,231.495285,,,,,,
984,1044,120.229202,25.153439,236.97274,,,,,,
985,1045,55.130398,,,,,,,,
986,1046,118.263588,,,,,,,,
987,1047,82.087197,,,,,,,,
988,1048,136.047592,50.186237,,,,,,,
989,1049,89.060402,82.3368,,,,,,,
990,1050,37.1124,,,,,,,,
991,1051,121.165196,,,,,,,,
992,1052,154.15919499999998,,,,,,,,
993,1053,108.154801,,,,,,,,
994,1054,172.1772,,,,,,,,
995,1055,132.022797,,,,,,,,
996,1056,185.000397,,,,,,,,
997,1057,145.033187,,,,,,,,
998,1058,165.297597,,,,,,,,
999,1059,95.050797,,,,,,,,
1000,1060,166.70160199999998,,,,,,,,
1001,1061,157.014,,,,,,,,
1002,1062,76.049995,,,,,,,,
1003,1063,41.090401,,,,,,,,
1004,1064,124.066803,,,,,,,,
1005,1065,176.248795,,,,,,,,
1006,1066,70.106392,,,,,,,,
1007,1067,112.881599,,,,,,,,
1008,1068,51.1992,,,,,,,,
1009,1069,76.19040700000001,,,,,,,,
1010,1070,69.12359599999999,12.09416,,,,,,,
1011,1071,91.961998,17.130879999999998,,,,,,,
1012,1072,133.099198,,,,,,,,
1013,1073,100.15200000000002,,,,,,,,
1014,1074,38.0952,,,,,,,,
1015,1075,79.092003,,,,,,,,
1016,1076,99.0756,,,,,,,,
1017,1077,119.059189,,,,,,,,
1018,1078,80.074799,,,,,,,,
1019,1079,127.155593,,,,,,,,
1020,1080,73.101601,,,,,,,,
1021,1081,126.172798,,,,,,,,
1022,1082,183.081604,,,,,,,,
1023,1083,194.266799,25.12328,,,,,,,
1024,1084,107.265602,,0.144144,,,,,,
1025,1085,85.082397,15.20064,,,,,,,
1026,1086,148.075195,,,,,,,,
1027,1087,138.106797,,,,,,,,
1028,1088,180.133209,,,,,,,,
1029,1089,90.089996,,,,,,,,
1030,1090,160.102799,,,,,,,,
1031,1091,130.05719,,,,,,,,
1032,1092,220.147201,,,,,,,,
1033,1093,61.073997000000006,72.263359,,,,,,,
1034,1094,83.116798,,,,,,,,
1035,1095,101.930398,,,,,,,,
1036,1096,90.043197,,,,,,,,
1037,1097,104.0364,,,,,,,,
1038,1098,75.11399899999999,50.367195,,,,,,,
1039,1099,38.516401,35.166557,,,,,,,
1040,1100,61.8696,25.3344,,,,,,,
1041,1101,116.110802,19.1516,,,,,,,
1042,1108,106.142403,44.124081,,,,,,,
1043,1109,65.051994,45.17968,,,,,,,
1044,1110,90.97920200000002,73.07768300000001,244.468246,,,,,,
1045,1111,74.13119499999999,53.172081000000006,231.014801,,,,,,
1046,1112,110.026794,74.43487600000002,,,,,,,
1047,1113,138.90239,,,,,,,,
1048,1114,65.00520300000001,,,,,,,,
1049,1115,119.386806,20.086559,,,,,,,
1050,1116,60.044403,9.10832,,,,,,,
1051,1117,51.0588,,,,,,,,
1052,1118,130.150803,,,,,,,,
1053,1119,95.050797,,,,,,,,
1054,1120,68.14080000000001,,,,,,,,
1055,1121,42.0732,,,,,,,,
1056,1122,75.160797,,,,,,,,
1057,1123,60.044403,,,,,,,,
1058,1124,43.056,,,,,,,,
1059,1125,86.065193,,,,,,,,
1060,1126,144.939594,,,,,,,,
1061,1127,134.128815,,,,,,,,
1062,1128,117.14040400000002,,,,,,,,
1063,1129,115.128002,,,,,,,,
1064,1130,58.125599,,,,,,,,
1065,1131,103.053604,,,,,,,,
1066,1132,104.0364,,,,,,,,
1067,1134,130.05719,,,,,,,,
1068,1135,103.006798,,,,,,,,
1069,1136,92.055603,,,,,,,,
1070,1137,125.143203,,,,,,,,
1071,1138,184.2984,,,,,,,,
1072,1139,114.051598,,,,,,,,
1073,1140,117.140396,,,,,,,,
1074,1141,21.668399,,,,,,,,
1075,1142,92.617202,,,,,,,,
1076,1143,139.183196,,,,,,,,
1077,1144,159.21360800000002,,,,,,,,
1078,1145,114.192001,,,,,,,,
1079,1146,114.192002,,,,,,,,
1080,1147,127.062004,,,,,,,,
1081,1148,129.168,,,,,,,,
1082,1149,127.202393,,,,,,,,
1083,1150,109.184402,,,,,,,,
1084,1151,133.192795,,,,,,,,
1085,1152,103.053604,,,,,,,,
1086,1153,79.232391,,,,,,,,
1087,1154,107.218799,,,,,,,,
1088,1155,70.012794,,,,,,,,
1089,1156,55.083599,,,,,,,,
1090,1157,110.026794,,,,,,,,
1091,1158,140.025589,,,,,,,,
1092,1159,110.073601,,,,,,,,
1093,1160,78.202795,,,,,,,,
1094,1161,110.073601,,,,,,,,
1095,1162,66.830398,,,,,,,,
1096,1163,129.963604,,,,,,,,
1097,1164,112.132797,,,,,,,,
1098,1165,133.707596,,,,,,,,
1099,1166,57.049198,,,,,,,,
1100,1167,117.18720199999998,,,,,,,,
1101,1168,110.167195,,,,,,,,
1102,1169,104.176803,,,,,,,,
1103,1170,97.578003,,,,,,,,
1104,1171,62.103596,,,,,,,,
1105,1172,99.122398,,,,,,,,
1106,1173,20.030399,,,,,,,,
1107,1174,140.072403,25.032799,,,,,,,
1108,1175,65.145599,,,,,,,,
1109,1176,93.178795,57.123039,,,,,,,
1110,1177,90.136803,90.057762,,,,,,,
1111,1178,69.12359599999999,,,,,,,,
1112,1179,,60.139042,,,,,,,
1113,1180,,60.139042,,,,,,,
1114,1181,,100.101036,,,,,,,
1115,1182,59.24879899999999,21.59456,,,,,,,
1116,1183,60.091198,90.148239,,,,,,,
1117,1185,100.105202,,,,,,,,
1118,1186,135.11158799999998,63.1852,,,,,,,
1119,1187,185.093994,,,,,,,,
1120,1188,182.332791,,,,,,,,
1121,1189,125.049598,9.16864,,,,,,,
1122,1190,110.026794,,,,,,,,
1123,1191,97.110001,,,,,,,,
1124,1192,194.313599,12.12432,,,,,,,
1125,1193,96.267601,,,,,,,,
1126,1194,130.150802,,,,,,,,
1127,1195,155.235611,,,,,,,,
1128,1196,72.961197,,,,,,,,
1129,1197,177.044403,,,,,,,,
1130,1198,118.076393,,,,,,,,
1131,1199,143.114395,,,,,,,,
1132,1200,119.1996,,,,,,,,
1133,1201,105.065994,,,,,,,,
1134,1202,98.045998,,,,,,,,
1135,1203,98.139602,,,,,,,,
1136,1204,124.113602,,,,,,,,
1137,1205,102.164406,,,,,,,,
1138,1206,34.023602000000004,,,,,,,,
1139,1207,55.130402,,,,,,,,
1140,1208,92.102394,60.108879,,,,,,,
1141,1209,49.093201,,,,,,,,
1142,1210,67.953598,,,,,,,,
1143,1211,65.051994,,,,,,,,
1144,1212,93.974405,50.125919,,,,,,,
1145,1213,58.172402000000005,,,,,,,,
1146,1214,53.118,,,,,,,,
1147,1215,86.112,,,,,,,,
1148,1216,100.245599,,,,,,,,
1149,1217,90.136787,44.787599,,,,,,,
1150,1218,107.0784,93.284874,,,,,,,
1151,1219,105.019203,,,,,,,,
1152,1220,55.083599,,,,,,,,
1153,1221,140.21279900000002,,,,,,,,
1154,1222,100.198799,,,,,,,,
1155,1223,35.0532,,,,,,,,
1156,1224,90.183601,,,,,,,,
1157,1225,104.176796,,,,,,,,
1158,1226,107.031601,,,,,,,,
1159,1227,93.225593,,,,,,,,
1160,1228,237.182403,10.194079,,,,,,,
1161,1229,204.141586,17.130879999999998,,,,,,,
1162,1230,142.13159199999998,30.129841,,,,,,,
1163,1231,175.219197,31.275921,,,,,,,
1164,1232,107.125199,16.165760000000002,,,,,,,
1165,1233,151.164001,,,,,,,,
1166,1234,157.107605,,,,,,,,
1167,1235,179.24400400000002,,,,,,,,
1168,1236,186.217202,,,,,,,,
1169,1237,150.227993,,,,,,,,
1170,1238,95.097595,,,,,,,,
1171,1239,86.15879,,,,,,,,
1172,1240,112.085999,,,,,,,,
1173,1241,132.350403,,,,,,,,
1174,1242,105.253201,,,,,,,,
1175,1243,202.503604,,,,,,,,
1176,1244,153.03600999999998,9.13848,,,,,,,
1177,1245,90.183602,,,,,,,,
1178,1246,134.175598,,,,,,,,
1179,1247,220.194001,,,,,,,,
1180,1248,202.222794,,,,,,,,
1181,1249,175.359589,,,,,,,,
1182,1250,219.21119700000003,,,,,,,,
1183,1251,127.249201,,,,,,,,
1184,1252,88.12439799999999,,,,,,,,
1185,1253,162.115203,,,,,,,,
1186,1254,112.085999,,,,,,,,
1187,1255,156.218399,,,,,,,,
1188,1256,145.126799,,,,,,,,
1189,1257,120.135598,,,,,,,,
1190,1258,113.958,,,,,,,,
1191,1259,187.153213,,,,,,,,
1192,1260,124.207192,,,,,,,,
1193,1261,51.011998,,,,,,,,
1194,1262,105.066002,,,,,,,,
1195,1263,140.11919799999998,,,,,,,,
1196,1264,134.1288,,,,,,,,
1197,1265,75.95639800000001,,,,,,,,
1198,1266,125.143204,,,,,,,,
1199,1267,87.141602,,,,,,,,
1200,1268,102.959999,,,,,,,,
1201,1269,142.36559999999997,282.78015200000004,,,,,,,
1202,1270,105.019203,,,,,,,,
1203,1271,94.1147997803,,,,,,,,
1204,1272,140.072403,,,,,,,,
1205,1273,141.14880399999998,,,,,,,,
1206,1274,78.155998,,,,,,,,
1207,1275,111.103203,,,,,,,,
1208,1276,146.156387,,,,,,,,
1209,1277,79.092002,,,,,,,,
1210,1278,79.138801,,,,,,,,
1211,1279,120.229195,,,,,,,,
1212,1280,130.05719,,,,,,,,
1213,1281,130.05719,,,,,,,,
1214,1282,144.28440899999998,,,,,,,,
1215,1283,96.220801,,,,,,,,
1216,1284,120.088807,,,,,,,,
1217,1285,80.074799,,,,,,,,
1218,1286,19.000799,,,,,,,,
1219,1287,137.077194,,,,,,,,
1220,1288,189.212402,,,,,,,,
1221,1289,123.224395,,,,,,,,
1222,1290,136.141201,,,,,,,,
1223,1291,107.0784,,,,,,,,
1224,1292,234.374405,5.1272,,,,,,,
1225,1293,197.261992,5.1272,,,,,,,
1226,1294,167.35679599999995,,,,,,,,
1227,1295,94.161591,,,,,,,,
1228,1296,97.016403,,,,,,,,
1229,1297,127.108803,,,,,,,,
1230,1298,64.02239900000001,73.801521,,,,,,,
1231,1299,241.300813,,,,,,,,
1232,1301,99.122398,,,,,,,,
1233,1302,61.073997,,,,,,,,
1234,1303,80.449196,43.128799,,,,,,,
1235,1304,83.163597,,,,,,,,
1236,1305,140.025589,36.523758,,,,,,,
1237,1306,69.12359599999999,,,,,,,,
1238,1307,114.145203,,,,,,,,
1239,1308,122.147995,10.163919,,,,,,,
1240,1309,178.308,50.186237,,,,,,,
1241,1310,60.044403,15.17048,,,,,,,
1242,1311,65.239197,53.20224,,,,,,,
1243,1312,150.228012,55.16264,,,,,,,
1244,1313,150.13439900000003,0.06032,,,,,,,
1245,1314,70.059601,26.20904,,,,,,,
1246,1315,71.08919499999999,11.21952,,,,,,,
1247,1316,152.099991,,,,,,,,
1248,1317,91.0728,,,,,,,,
1249,1318,110.120399,,,,,,,,
1250,1319,105.066002,,,,,,,,
1251,1320,105.066002,,,,,,,,
1252,1321,134.269195,17.130879999999998,,,,,,,
1253,1322,142.693199,,,,,,,,
1254,1323,145.1736,,,,,,,,
1255,1324,106.048798,,,,,,,,
1256,1325,147.092392,,,,,,,,
1257,1326,151.2108,8.83688,,,,,,,
1258,1327,113.068802,,,,,,,,
1259,1328,169.135193,,,,,,,,
1260,1329,160.196396,,,,,,,,
1261,1330,156.311996,,,,,,,,
1262,1331,100.058403,,,,,,,,
1263,1332,88.07759899999999,,,,,,,,
1264,1333,197.96399,,,,,,,,
1265,1334,35.989197,,,,,,,,
1266,1335,118.123199,,,,,,,,
1267,1336,97.063194,,,,,,,,
1268,1337,100.058403,,,,,,,,
1269,1338,46.098,,,,,,,,
1270,1339,84.9888,,,,,,,,
1271,1340,62.056801,51.302162,,,,,,,
1272,1341,160.14959800000003,,,,,,,,
1273,1342,83.116806,,,,,,,,
1274,1343,122.990402,,,,,,,,
1275,1344,65.051996,,,,,,,,
1276,1345,50.122799,,,,,,,,
1277,1346,162.208802,,,,,,,,
1278,1347,139.183212,,,,,,,,
1279,1348,128.93399,,,,,,,,
1280,1349,115.736405,,,,,,,,
1281,1350,217.666794,,,,,,,,
1282,1351,117.046802,,,,,,,,
1283,1352,95.097595,,,,,,,,
1284,1353,137.170791,,,,,,,,
1285,1354,103.100395,,,,,,,,
1286,1355,102.164398,,,,,,,,
1287,1356,100.245597,,,,,,,,
1288,1357,105.112795,,,,,,,,
1289,1358,110.213997,,,,,,,,
1290,1359,113.162399,,,,,,,,
1291,1360,98.092804,,,,,,,,
1292,1361,118.076393,,,,,,,,
1293,1362,19.047600000000003,,,,,,,,
1294,1363,85.035599,,,,,,,,
1295,1364,45.021599,,,,,,,,
1296,1365,35.0532,,,,,,,,
1297,1366,80.074799,,,,,,,,
1298,1367,105.066002,,,,,,,,
1299,1368,52.135201,,,,,,,,
1300,1369,101.041197,40.263599,,,,,,,
1301,1370,124.955993,80.13511700000001,,,,,,,
1302,1371,45.068398,,,,,,,,
1303,1372,88.919997,32.029922,,,,,,,
1304,1373,230.068802,26.14872,,,,,,,
1305,1374,120.182403,10.1036,,,,,,,
1306,1375,173.159989,14.08472,,,,,,,
1307,1376,144.190796,,,,,,,,
1308,1377,169.135192,220.348953,,,,,,,
1309,1378,83.163605,,,,,,,,
1310,1381,35.146801,,,,,,,,
1311,1382,104.083199,,,,,,,,
1312,1383,197.823594,15.11016,,,,,,,
1313,1384,90.230392,,,,,,,,
1314,1385,199.882806,60.139042,,,,,,,
1315,1386,119.293198,,,,,,,,
1316,1387,53.164799,50.065598,,,,,,,
1317,1388,190.850388,,,,,,,,
1318,1389,50.029197,45.209839,,,,,,,
1319,1390,127.155594,44.093922,,,,,,,
1320,1391,129.02758699999998,55.343597,,,,,,,
1321,1392,84.052796,65.175756,,,,,,,
1322,1393,157.10759000000002,50.367203,,,,,,,
1323,1394,159.634796,98.050155,,,,,,,
1324,1395,136.28160100000002,70.664879,,,,,,,
1325,1396,118.731593,42.435119,,,,,,,
1326,1397,35.099998,,,,,,,,
1327,1398,185.140802,10.163919,,,,,,,
1328,1399,110.214004,80.40656299999999,,,,,,,
1329,1400,135.06480399999998,70.212479,,,,,,,
1330,1401,195.249588,,,,,,,,
1331,1402,140.072403,,,,,,,,
1332,1403,197.168397,,,,,,,,
1333,1404,62.009998,,,,,,,,
1334,1405,185.281204,,,,,,,,
1335,1406,49.139999,,,,,,,,
1336,1407,151.304397,,,,,,,,
1337,1408,110.026796,10.1036,,,,,,,
1338,1409,77.173202,124.28936,,,,,,,
1339,1410,73.14839900000001,150.40791299999998,,,,,,,
1340,1411,79.13879399999999,32.90456,,,,,,,
1341,1412,110.026794,128.903839,,,,,,,
1342,1413,96.548401,90.238724,,,,,,,
1343,1414,60.137996,,,,,,,,
1344,1415,25.037998,65.11544,,,,,,,
1345,1416,70.012794,72.11255600000001,,,,,,,
1346,1417,76.096802,72.11255600000001,,,,,,,
1347,1418,59.155198,40.112801,,,,,,,
1348,1419,121.024796,,,,,,,,
1349,1420,112.086007,,,,,,,,
1350,1421,136.188005,,,,,,,,
1351,1422,102.0708,,,,,,,,
1352,1423,126.266399,,,,,,,,
1353,1424,26.067601,,,,,,,,
1354,1425,100.058403,,,,,,,,
1355,1426,130.15080300000002,,,,,,,,
1356,1427,112.132797,,,,,,,,
1357,1428,100.105201,,,,,,,,
1358,1429,100.105194,,,,,,,,
1359,1430,176.108399,,,,,,,,
1360,1431,224.078384,,,,,,,,
1361,1432,100.058403,,,,,,,,
1362,1433,142.17839099999998,,,,,,,,
1363,1434,50.12279899999999,,,,,,,,
1364,1435,226.137603,,,,,,,,
1365,1436,88.171196,,,,,,,,
1366,1438,207.32399,11.12904,,,,,,,
1367,1439,173.25360300000003,,,,,,,,
1368,1440,105.019203,40.082642,,,,,,,
1369,1441,130.10398800000002,,,,,,,,
1370,1442,155.282409,,,,,,,,
1371,1443,170.30519099999998,,,,,,,,
1372,1444,106.095596,,,,,,,,
1373,1445,154.065598,,,,,,,,
1374,1446,167.91841100000002,,,,,,,,
1375,1447,173.066396,,,,,,,,
1376,1448,225.950394,,,,,,,,
1377,1449,99.122399,,,,,,,,
1378,1450,136.141205,,,,,,,,
1379,1451,161.225997,,,,,,,,
1380,1452,199.180801,,,,,,,,
1381,1453,1.9188,,,,,,,,
1382,1454,153.223206,,,,,,,,
1383,1455,147.23278799999997,30.16,,,,,,,
1384,1456,184.392006,,,,,,,,
1385,1457,148.075195,,,,,,,,
1386,1458,70.012794,9.10832,,,,,,,
1387,1459,87.1884,9.31944,,,,,,,
1388,1460,242.143203,,,,,,,,
1389,1461,110.073601,,,,,,,,
1390,1462,80.02800400000001,,,,,,,,
1391,1463,137.077194,,,,,,,,
1392,1464,280.987214,,,,,,,,
1393,1465,155.09519999999998,,,,,,,,
1394,1466,147.513588,,,,,,,,
1395,1467,165.671997,,,,,,,,
1396,1468,120.182404,,,,,,,,
1397,1469,159.400803,,,,,,,,
1398,1470,207.277199,,,,,,,,
1399,1471,103.100403,,,,,,,,
1400,1472,125.096397,,,,,,,,
1401,1473,152.099991,,,,,,,,
1402,1474,91.166405,,,,,,,,
1403,1475,121.024795,,,,,,,,
1404,1476,125.236794,,,,,,,,
1405,1477,116.017204,,,,,,,,
1406,1478,197.121588,,,,,,,,
1407,1479,168.152401,,,,,,,,
1408,1480,122.990398,,,,,,,,
1409,1481,124.160392,,,,,,,,
1410,1482,171.28801,,,,,,,,
1411,1483,127.108795,,,,,,,,
1412,1484,102.117604,,,,,,,,
1413,1485,97.624798,,,,,,,,
1414,1486,100.058403,,,,,,,,
1415,1487,63.086399,,,,,,,,
1416,1488,108.108002,,,,,,,,
1417,1489,163.004399,,,,,,,,
1418,1490,158.13719199999997,,,,,,,,
1419,1491,117.046799,,,,,,,,
1420,1492,215.373596,,,,,,,,
1421,1493,112.554001,,,,,,,,
1422,1494,115.0812,,,,,,,,
1423,1495,131.18039000000002,,,,,,,,
1424,1496,95.097595,30.09968,,,,,,,
1425,1497,83.210396,35.07608,,,,,,,
