,key,Время замера,Температура
3935,782,2019-06-01 09:57:18,1608.0
3936,782,2019-06-01 10:09:19,1594.0
3937,782,2019-06-01 10:16:51,1580.0
3938,782,2019-06-01 10:20:44,1580.0
3939,783,2019-06-01 10:41:25,1589.0
3940,783,2019-06-01 10:51:21,1592.0
3941,783,2019-06-01 10:55:50,1601.0
3942,783,2019-06-01 11:04:45,1619.0
3943,783,2019-06-01 11:07:20,1619.0
3944,783,2019-06-01 11:10:58,1619.0
3945,783,2019-06-01 11:13:51,1621.0
3946,784,2019-06-01 11:35:02,1576.0
3947,784,2019-06-01 11:48:10,1598.0
3948,784,2019-06-01 11:52:01,1599.0
3949,784,2019-06-01 11:56:42,1599.0
3950,785,2019-06-01 12:07:23,1592.0
3951,785,2019-06-01 12:16:57,1597.0
3952,785,2019-06-01 12:21:12,1599.0
3953,786,2019-06-01 12:33:42,1576.0
3954,786,2019-06-01 12:42:25,1573.0
3955,786,2019-06-01 12:47:52,1584.0
3956,786,2019-06-01 12:52:57,1590.0
3957,786,2019-06-01 12:56:50,1597.0
3958,787,2019-06-01 13:18:16,1556.0
3959,787,2019-06-01 13:29:43,1579.0
3960,787,2019-06-01 13:33:51,1587.0
3961,787,2019-06-01 13:34:17,1587.0
3962,787,2019-06-01 13:37:02,1596.0
3963,788,2019-06-01 14:03:53,1599.0
3964,788,2019-06-01 14:20:22,1595.0
3965,788,2019-06-01 14:26:10,1601.0
3966,788,2019-06-01 14:34:02,1588.0
3967,788,2019-06-01 14:37:39,1591.0
3968,788,2019-06-01 14:39:44,1598.0
3969,789,2019-06-01 15:10:04,1601.0
3970,789,2019-06-01 15:31:52,1600.0
3971,789,2019-06-01 15:42:40,1601.0
3972,789,2019-06-01 15:48:17,1603.0
3973,789,2019-06-01 15:48:55,1604.0
3974,789,2019-06-01 15:51:55,1609.0
3975,790,2019-06-01 16:05:26,1583.0
3976,790,2019-06-01 16:19:21,1582.0
3977,790,2019-06-01 16:30:22,1600.0
3978,790,2019-06-01 16:42:56,1612.0
3979,790,2019-06-01 16:46:35,1616.0
3980,791,2019-06-01 17:09:08,1575.0
3981,791,2019-06-01 17:35:46,1566.0
3982,791,2019-06-01 17:46:53,1590.0
3983,791,2019-06-01 17:57:42,1591.0
3984,791,2019-06-01 18:02:01,1594.0
3985,791,2019-06-01 18:02:35,1602.0
3986,791,2019-06-01 18:03:08,1595.0
3987,792,2019-06-01 18:36:31,1569.0
3988,792,2019-06-01 18:58:18,1577.0
3989,792,2019-06-01 19:12:49,1598.0
3990,792,2019-06-01 19:20:02,1603.0
3991,792,2019-06-01 19:21:29,1603.0
3992,793,2019-06-01 19:33:25,1628.0
3993,793,2019-06-01 19:45:31,1598.0
3994,793,2019-06-01 19:55:45,1600.0
3995,793,2019-06-01 19:57:43,1600.0
3996,794,2019-06-01 20:24:05,1572.0
3997,794,2019-06-01 20:37:55,1583.0
3998,794,2019-06-01 20:44:04,1589.0
3999,794,2019-06-01 20:48:05,1597.0
4000,795,2019-06-01 21:25:18,1567.0
4001,795,2019-06-01 21:41:01,1575.0
4002,795,2019-06-01 21:51:48,1593.0
4003,795,2019-06-01 21:57:26,1595.0
4004,796,2019-06-01 22:12:19,1679.0
4005,796,2019-06-01 22:12:59,1650.0
4006,796,2019-06-01 22:23:01,1656.0
4007,796,2019-06-01 22:31:57,1670.0
4008,796,2019-06-01 22:38:11,1683.0
4009,796,2019-06-01 22:39:50,1678.0
4010,797,2019-06-01 23:01:24,1636.0
4011,797,2019-06-01 23:12:41,1654.0
4012,797,2019-06-01 23:14:28,1646.0
4013,798,2019-06-01 23:31:19,1642.0
4014,798,2019-06-01 23:39:14,1644.0
4015,798,2019-06-01 23:44:30,1645.0
4016,798,2019-06-01 23:47:15,1652.0
4017,798,2019-06-01 23:49:05,1644.0
4018,799,2019-06-02 00:14:01,1636.0
4019,799,2019-06-02 00:20:34,1643.0
4020,799,2019-06-02 00:23:34,1643.0
4021,800,2019-06-02 00:48:45,1645.0
4022,800,2019-06-02 00:53:28,1650.0
4023,801,2019-06-02 01:20:29,1638.0
4024,801,2019-06-02 01:26:23,1636.0
4025,801,2019-06-02 01:30:40,1646.0
4026,801,2019-06-02 04:27:53,1550.0
4027,801,2019-06-02 04:28:38,1550.0
4028,801,2019-06-02 04:44:30,1579.0
4029,801,2019-06-02 04:53:02,1582.0
4030,802,2019-06-02 02:13:23,1580.0
4031,802,2019-06-02 02:24:06,1576.0
4032,802,2019-06-02 02:45:54,1589.0
4033,802,2019-06-02 03:01:54,1586.0
4034,802,2019-06-02 03:08:34,1596.0
4035,802,2019-06-02 03:12:24,1596.0
4036,802,2019-06-02 03:13:02,1596.0
4037,802,2019-06-02 03:13:36,1592.0
4038,803,2019-06-02 03:33:34,1565.0
4039,803,2019-06-02 03:53:21,1568.0
4040,803,2019-06-02 04:10:58,1600.0
4041,803,2019-06-02 04:19:18,1605.0
4042,803,2019-06-02 04:20:33,1607.0
4043,804,2019-06-02 05:10:12,1569.0
4044,804,2019-06-02 05:22:20,1561.0
4045,804,2019-06-02 05:27:33,1573.0
4046,804,2019-06-02 05:33:14,1588.0
4047,804,2019-06-02 05:34:40,1589.0
4048,804,2019-06-02 05:37:20,1585.0
4049,805,2019-06-02 05:51:06,1571.0
4050,805,2019-06-02 06:02:10,1578.0
4051,805,2019-06-02 06:14:58,1583.0
4052,805,2019-06-02 06:19:58,1587.0
4053,806,2019-06-02 06:34:58,1576.0
4054,806,2019-06-02 06:44:11,1589.0
4055,806,2019-06-02 07:06:10,1582.0
4056,806,2019-06-02 07:21:22,1585.0
4057,806,2019-06-02 07:27:39,1590.0
4058,807,2019-06-02 07:42:43,1591.0
4059,807,2019-06-02 07:58:48,1600.0
4060,807,2019-06-02 08:08:11,1614.0
4061,807,2019-06-02 08:11:18,1622.0
4062,808,2019-06-02 08:19:20,1580.0
4063,808,2019-06-02 08:20:17,1564.0
4064,808,2019-06-02 08:40:51,1573.0
4065,808,2019-06-02 08:51:27,1600.0
4066,808,2019-06-02 08:56:40,1594.0
4067,808,2019-06-02 08:59:36,1593.0
4068,809,2019-06-02 09:17:40,1587.0
4069,809,2019-06-02 09:34:40,1600.0
4070,809,2019-06-02 09:46:06,1609.0
4071,809,2019-06-02 09:48:27,1604.0
4072,809,2019-06-02 09:54:32,1604.0
4073,810,2019-06-02 10:05:49,1597.0
4074,810,2019-06-02 10:19:59,1598.0
4075,810,2019-06-02 10:31:21,1590.0
4076,810,2019-06-02 10:41:31,1596.0
4077,810,2019-06-02 10:44:31,1590.0
4078,811,2019-06-02 11:08:39,1582.0
4079,811,2019-06-02 11:18:44,1606.0
4080,811,2019-06-02 11:27:47,1608.0
4081,811,2019-06-02 11:33:17,1605.0
4082,812,2019-06-02 12:10:02,1573.0
4083,812,2019-06-02 12:14:58,1587.0
4084,813,2019-06-02 12:43:41,1548.0
4085,813,2019-06-02 13:04:49,1553.0
4086,813,2019-06-02 13:17:09,1577.0
4087,813,2019-06-02 13:24:19,1590.0
4088,813,2019-06-02 13:25:04,1590.0
4089,813,2019-06-02 13:30:40,1596.0
4090,813,2019-06-02 13:31:24,1596.0
4091,813,2019-06-02 13:35:03,1602.0
4092,813,2019-06-02 13:37:17,1603.0
4093,814,2019-06-02 13:49:00,1611.0
4094,814,2019-06-02 14:12:43,1616.0
4095,814,2019-06-02 14:28:23,1591.0
4096,814,2019-06-02 14:38:29,1588.0
4097,814,2019-06-02 14:46:24,1592.0
4098,814,2019-06-02 14:49:28,1592.0
4099,815,2019-06-02 15:09:50,1584.0
4100,815,2019-06-02 15:33:04,1599.0
4101,815,2019-06-02 15:48:45,1590.0
4102,815,2019-06-02 15:59:08,1594.0
4103,815,2019-06-02 16:02:02,1589.0
4104,815,2019-06-02 16:03:47,1589.0
4105,816,2019-06-02 16:17:18,1616.0
4106,816,2019-06-02 16:40:47,1605.0
4107,816,2019-06-02 16:51:45,1609.0
4108,816,2019-06-02 16:56:47,1623.0
4109,816,2019-06-02 16:57:30,1616.0
4110,816,2019-06-02 16:57:59,1616.0
4111,817,2019-06-02 17:17:32,1609.0
4112,817,2019-06-02 17:28:05,1595.0
4113,817,2019-06-02 17:44:20,1584.0
4114,817,2019-06-02 17:54:11,1583.0
4115,817,2019-06-02 17:58:26,1594.0
4116,818,2019-06-02 18:07:57,1590.0
4117,818,2019-06-02 18:16:27,1594.0
4118,818,2019-06-02 18:26:54,1602.0
4119,818,2019-06-02 18:33:30,1600.0
4120,818,2019-06-02 18:34:11,1599.0
4121,818,2019-06-02 18:34:41,1600.0
4122,818,2019-06-02 18:35:58,1598.0
4123,819,2019-06-02 18:53:12,1608.0
4124,819,2019-06-02 18:59:26,1602.0
4125,819,2019-06-02 19:20:24,1587.0
4126,819,2019-06-02 19:25:34,1596.0
4127,819,2019-06-02 19:30:43,1600.0
4128,819,2019-06-02 19:32:33,1600.0
4129,820,2019-06-02 19:56:07,1621.0
4130,820,2019-06-02 20:05:26,1612.0
4131,820,2019-06-02 20:23:45,1598.0
4132,820,2019-06-02 20:38:48,1585.0
4133,820,2019-06-02 20:43:09,1596.0
4134,821,2019-06-02 21:11:08,1606.0
4135,821,2019-06-02 21:18:26,1583.0
4136,821,2019-06-02 21:42:55,1582.0
4137,821,2019-06-02 21:51:46,1596.0
4138,821,2019-06-02 21:57:28,1593.0
4139,821,2019-06-02 21:59:08,1593.0
4140,822,2019-06-02 22:10:51,1586.0
4141,822,2019-06-02 22:26:24,1595.0
4142,822,2019-06-02 22:33:34,1597.0
4143,823,2019-06-02 22:45:05,1572.0
4144,823,2019-06-02 23:03:05,1600.0
4145,823,2019-06-02 23:12:59,1609.0
4146,824,2019-06-02 23:27:47,1581.0
4147,824,2019-06-02 23:40:32,1575.0
4148,824,2019-06-02 23:52:20,1590.0
4149,824,2019-06-02 23:57:53,1591.0
4150,824,2019-06-03 00:04:22,1592.0
4151,825,2019-06-03 00:16:42,1591.0
4152,825,2019-06-03 00:17:55,1591.0
4153,825,2019-06-03 00:24:08,1585.0
4154,825,2019-06-03 00:31:22,1594.0
4155,826,2019-06-03 00:42:06,1598.0
4156,826,2019-06-03 00:53:35,1606.0
4157,826,2019-06-03 01:23:11,1605.0
4158,826,2019-06-03 01:39:29,1595.0
4159,826,2019-06-03 01:44:45,1598.0
4160,827,2019-06-03 01:53:10,1573.0
4161,827,2019-06-03 01:59:35,1577.0
4162,827,2019-06-03 02:10:32,1577.0
4163,828,2019-06-03 02:30:16,1572.0
4164,828,2019-06-03 02:36:46,1581.0
4165,828,2019-06-03 02:57:42,1588.0
4166,828,2019-06-03 03:06:36,1587.0
4167,829,2019-06-03 03:15:10,1600.0
4168,829,2019-06-03 03:22:37,1605.0
4169,829,2019-06-03 04:08:35,1589.0
4170,829,2019-06-03 04:19:13,1596.0
4171,829,2019-06-03 04:25:54,1597.0
4172,830,2019-06-03 04:33:14,1572.0
4173,830,2019-06-03 04:43:37,1583.0
4174,831,2019-06-03 05:05:45,1561.0
4175,831,2019-06-03 05:18:46,1577.0
4176,831,2019-06-03 05:23:29,1580.0
4177,832,2019-06-03 05:30:35,1593.0
4178,832,2019-06-03 05:46:34,1585.0
4179,832,2019-06-03 05:58:04,1582.0
4180,833,2019-06-03 06:23:26,1582.0
4181,833,2019-06-03 06:38:46,1576.0
4182,833,2019-06-03 06:54:14,1584.0
4183,833,2019-06-03 07:01:26,1582.0
4184,833,2019-06-03 07:01:59,1580.0
4185,833,2019-06-03 07:05:31,1587.0
4186,834,2019-06-03 07:13:54,1564.0
4187,834,2019-06-03 07:19:40,1571.0
4188,834,2019-06-03 07:37:24,1576.0
4189,834,2019-06-03 07:39:55,1579.0
4190,834,2019-06-03 07:41:36,1582.0
4191,835,2019-06-03 07:54:24,1571.0
4192,835,2019-06-03 08:09:57,1579.0
4193,835,2019-06-03 08:17:27,1579.0
4194,836,2019-06-03 08:27:19,1587.0
4195,836,2019-06-03 08:42:52,1594.0
4196,836,2019-06-03 08:49:27,1590.0
4197,836,2019-06-03 08:51:54,1587.0
4198,836,2019-06-03 08:55:30,1584.0
4199,837,2019-06-03 09:24:34,1579.0
4200,837,2019-06-03 09:25:14,1615.0
4201,837,2019-06-03 09:44:38,1595.0
4202,837,2019-06-03 10:02:05,1607.0
4203,837,2019-06-03 10:12:32,1615.0
4204,838,2019-06-03 10:34:30,1615.0
4205,838,2019-06-03 10:34:39,1615.0
4206,838,2019-06-03 10:34:58,1559.0
4207,838,2019-06-03 10:52:47,1601.0
4208,838,2019-06-03 10:54:22,1600.0
4209,839,2019-06-03 11:11:44,1592.0
4210,839,2019-06-03 11:24:46,1590.0
4211,839,2019-06-03 11:33:04,1585.0
4212,839,2019-06-03 11:46:28,1580.0
4213,839,2019-06-03 11:48:03,1580.0
4214,839,2019-06-03 11:48:46,1579.0
4215,840,2019-06-03 12:02:14,1577.0
4216,840,2019-06-03 12:21:10,1576.0
4217,840,2019-06-03 12:27:06,1581.0
4218,840,2019-06-03 12:31:26,1581.0
4219,841,2019-06-03 12:41:51,1586.0
4220,841,2019-06-03 12:52:01,1590.0
4221,841,2019-06-03 12:57:59,1589.0
4222,841,2019-06-03 13:00:34,1589.0
4223,841,2019-06-03 13:01:00,1586.0
4224,841,2019-06-03 13:02:06,1582.0
4225,841,2019-06-03 13:05:00,1583.0
4226,841,2019-06-03 13:06:28,1581.0
4227,842,2019-06-03 14:02:55,1603.0
4228,842,2019-06-03 14:21:24,1594.0
4229,842,2019-06-03 14:34:22,1602.0
4230,843,2019-06-03 14:55:38,1622.0
4231,843,2019-06-03 15:13:20,1609.0
4232,843,2019-06-03 15:54:11,1587.0
4233,843,2019-06-03 15:59:26,1593.0
4234,843,2019-06-03 16:05:28,1613.0
4235,843,2019-06-03 16:06:59,1613.0
4236,843,2019-06-03 16:07:27,1613.0
4237,844,2019-06-03 15:22:16,1602.0
4238,844,2019-06-03 15:35:48,1612.0
4239,844,2019-06-03 15:47:57,1593.0
4240,844,2019-06-03 16:18:04,1583.0
4241,844,2019-06-03 16:28:02,1581.0
4242,844,2019-06-03 16:33:15,1585.0
4243,844,2019-06-03 16:36:53,1585.0
4244,845,2019-06-03 16:54:12,1567.0
4245,845,2019-06-03 17:05:54,1569.0
4246,845,2019-06-03 17:11:18,1575.0
4247,845,2019-06-03 17:14:45,1582.0
4248,846,2019-06-03 17:36:06,1587.0
4249,846,2019-06-03 17:45:47,1591.0
4250,846,2019-06-03 18:00:54,1579.0
4251,846,2019-06-03 18:06:29,1594.0
4252,846,2019-06-03 18:08:18,1588.0
4253,846,2019-06-03 18:10:30,1591.0
4254,847,2019-06-03 18:24:37,1571.0
4255,847,2019-06-03 18:38:16,1592.0
4256,847,2019-06-03 18:44:16,1593.0
4257,847,2019-06-03 18:47:21,1600.0
4258,848,2019-06-03 19:05:35,1609.0
4259,848,2019-06-03 19:15:16,1617.0
4260,848,2019-06-03 19:20:53,1608.0
4261,848,2019-06-03 19:29:15,1610.0
4262,848,2019-06-03 19:35:34,1610.0
4263,848,2019-06-03 19:41:44,1619.0
4264,848,2019-06-03 19:44:31,1614.0
4265,849,2019-06-03 22:24:50,1596.0
4266,849,2019-06-03 22:25:52,1598.0
4267,849,2019-06-03 22:39:08,1586.0
4268,849,2019-06-03 22:44:59,1582.0
4269,849,2019-06-03 22:50:26,1598.0
4270,849,2019-06-03 22:52:21,1594.0
4271,850,2019-06-03 23:10:22,1632.0
4272,850,2019-06-03 23:15:50,1632.0
4273,850,2019-06-03 23:16:21,1597.0
4274,850,2019-06-03 23:34:57,1594.0
4275,850,2019-06-03 23:48:57,1595.0
4276,850,2019-06-04 00:00:54,1597.0
4277,851,2019-06-04 00:09:39,1609.0
4278,851,2019-06-04 00:19:04,1608.0
4279,851,2019-06-04 00:33:36,1621.0
4280,851,2019-06-04 00:45:18,1618.0
4281,852,2019-06-04 01:04:09,1568.0
4282,852,2019-06-04 01:26:32,1595.0
4283,852,2019-06-04 01:36:17,1593.0
4284,852,2019-06-04 01:40:36,1596.0
4285,853,2019-06-04 01:55:37,1617.0
4286,853,2019-06-04 02:09:00,1602.0
4287,853,2019-06-04 02:18:21,1596.0
4288,853,2019-06-04 02:26:08,1602.0
4289,853,2019-06-04 02:38:54,1594.0
4290,853,2019-06-04 02:44:03,1601.0
4291,854,2019-06-04 03:10:40,1583.0
4292,854,2019-06-04 03:21:50,1605.0
4293,854,2019-06-04 03:28:09,1614.0
4294,854,2019-06-04 03:34:17,1614.0
4295,855,2019-06-04 04:50:07,1574.0
4296,855,2019-06-04 05:11:54,1594.0
4297,855,2019-06-04 05:52:45,1594.0
4298,855,2019-06-04 06:04:37,1595.0
4299,856,2019-06-04 06:22:36,1568.0
4300,856,2019-06-04 06:28:20,1582.0
4301,856,2019-06-04 06:35:36,1576.0
4302,856,2019-06-04 06:48:07,1576.0
4303,856,2019-06-04 06:48:38,1566.0
4304,856,2019-06-04 06:54:35,1572.0
4305,856,2019-06-04 06:58:09,1575.0
4306,857,2019-06-04 07:06:31,1573.0
4307,857,2019-06-04 07:20:04,1578.0
4308,857,2019-06-04 07:36:50,1570.0
4309,857,2019-06-04 07:43:08,1573.0
4310,857,2019-06-04 07:48:46,1578.0
4311,857,2019-06-04 07:52:55,1580.0
4312,858,2019-06-04 08:07:40,1580.0
4313,858,2019-06-04 08:14:56,1585.0
4314,858,2019-06-04 08:21:35,1588.0
4315,859,2019-06-04 08:37:22,1561.0
4316,859,2019-06-04 08:50:18,1551.0
4317,859,2019-06-04 09:01:38,1577.0
4318,859,2019-06-04 09:06:08,1591.0
4319,860,2019-06-04 09:16:33,1575.0
4320,860,2019-06-04 09:26:48,1595.0
4321,860,2019-06-04 09:35:06,1605.0
4322,860,2019-06-04 09:47:28,1619.0
4323,861,2019-06-04 09:59:58,1591.0
4324,861,2019-06-04 10:00:34,1604.0
4325,861,2019-06-04 10:16:16,1610.0
4326,861,2019-06-04 10:25:11,1619.0
4327,861,2019-06-04 10:35:07,1613.0
4328,861,2019-06-04 10:47:49,1623.0
4329,861,2019-06-04 10:49:41,1619.0
4330,862,2019-06-04 10:58:22,1592.0
4331,862,2019-06-04 11:09:43,1597.0
4332,862,2019-06-04 11:13:25,1601.0
4333,863,2019-06-04 11:26:38,1601.0
4334,863,2019-06-04 11:27:11,1596.0
4335,863,2019-06-04 11:40:33,1592.0
4336,863,2019-06-04 11:53:37,1603.0
4337,863,2019-06-04 11:59:29,1603.0
4338,863,2019-06-04 11:59:49,1602.0
4339,864,2019-06-04 12:10:39,1556.0
4340,864,2019-06-04 12:26:50,1576.0
4341,864,2019-06-04 12:37:42,1600.0
4342,865,2019-06-04 13:12:10,1606.0
4343,865,2019-06-04 13:14:11,1604.0
4344,865,2019-06-04 13:23:25,1593.0
4345,865,2019-06-04 13:28:21,1600.0
4346,866,2019-06-04 13:39:57,1624.0
4347,866,2019-06-04 13:42:10,1618.0
4348,866,2019-06-04 13:50:45,1622.0
4349,866,2019-06-04 13:54:14,1620.0
4350,867,2019-06-04 14:21:00,1191.0
4351,867,2019-06-04 14:29:35,1575.0
4352,867,2019-06-04 14:30:29,1576.0
4353,867,2019-06-04 14:43:10,1571.0
4354,867,2019-06-04 14:52:54,1600.0
4355,867,2019-06-04 14:57:17,1599.0
4356,868,2019-06-04 15:05:23,1577.0
4357,868,2019-06-04 15:18:39,1589.0
4358,868,2019-06-04 15:23:48,1599.0
4359,869,2019-06-04 15:39:56,1587.0
4360,869,2019-06-04 15:46:50,1592.0
4361,869,2019-06-04 15:51:21,1598.0
4362,869,2019-06-04 15:54:28,1601.0
4363,869,2019-06-04 16:01:05,1594.0
4364,869,2019-06-04 16:05:50,1591.0
4365,869,2019-06-04 16:11:46,1584.0
4366,869,2019-06-04 16:17:03,1575.0
4367,870,2019-06-04 16:26:50,1591.0
4368,870,2019-06-04 16:41:53,1586.0
4369,870,2019-06-04 16:46:55,1587.0
4370,870,2019-06-04 16:47:26,1586.0
4371,870,2019-06-04 16:50:42,1592.0
4372,871,2019-06-04 17:09:48,1558.0
4373,871,2019-06-04 17:16:37,1565.0
4374,871,2019-06-04 17:22:21,1569.0
4375,871,2019-06-04 17:25:46,1581.0
4376,871,2019-06-04 17:29:30,1587.0
4377,871,2019-06-04 17:30:17,1588.0
4378,871,2019-06-04 17:32:03,1588.0
4379,871,2019-06-04 17:32:29,1588.0
4380,872,2019-06-04 17:40:39,1569.0
4381,872,2019-06-04 17:53:27,1608.0
4382,872,2019-06-04 17:55:44,1601.0
4383,872,2019-06-04 18:00:51,1619.0
4384,872,2019-06-04 18:02:52,1610.0
4385,873,2019-06-04 18:16:29,1571.0
4386,873,2019-06-04 18:24:56,1579.0
4387,873,2019-06-04 18:32:35,1598.0
4388,873,2019-06-04 18:43:14,1591.0
4389,874,2019-06-04 18:56:38,1584.0
4390,874,2019-06-04 19:03:13,1585.0
4391,874,2019-06-04 19:13:25,1582.0
4392,874,2019-06-04 19:18:39,1582.0
4393,874,2019-06-04 19:19:21,1585.0
4394,875,2019-06-04 19:31:42,1530.0
4395,875,2019-06-04 19:44:38,1537.0
4396,875,2019-06-04 19:57:22,1569.0
4397,875,2019-06-04 20:01:13,1578.0
4398,875,2019-06-04 20:05:51,1591.0
4399,875,2019-06-04 20:06:24,1591.0
4400,875,2019-06-04 20:06:53,1589.0
4401,875,2019-06-04 20:07:37,1589.0
4402,876,2019-06-04 20:15:29,1573.0
4403,876,2019-06-04 20:21:19,1575.0
4404,876,2019-06-04 20:28:35,1588.0
4405,876,2019-06-04 20:34:32,1589.0
4406,876,2019-06-04 20:40:41,1591.0
4407,877,2019-06-04 21:19:07,1591.0
4408,877,2019-06-04 21:19:29,1608.0
4409,877,2019-06-04 21:31:38,1601.0
4410,877,2019-06-04 21:41:27,1593.0
4411,877,2019-06-04 21:47:42,1602.0
4412,877,2019-06-04 21:52:30,1597.0
4413,877,2019-06-04 22:07:35,1572.0
4414,877,2019-06-04 22:11:45,1573.0
4415,877,2019-06-04 22:12:13,1573.0
4416,877,2019-06-04 22:12:19,1573.0
4417,877,2019-06-04 22:12:34,1575.0
4418,877,2019-06-04 22:15:53,1575.0
4419,877,2019-06-04 22:16:01,1575.0
4420,877,2019-06-04 22:16:26,1579.0
4421,878,2019-06-04 22:23:32,1568.0
4422,878,2019-06-04 22:36:12,1583.0
4423,878,2019-06-04 22:40:33,1590.0
4424,878,2019-06-04 22:43:31,1592.0
4425,879,2019-06-04 22:56:40,1588.0
4426,879,2019-06-04 23:08:58,1590.0
4427,879,2019-06-04 23:16:11,1589.0
4428,879,2019-06-04 23:18:33,1589.0
4429,880,2019-06-04 23:26:38,1599.0
4430,880,2019-06-04 23:41:12,1589.0
4431,880,2019-06-04 23:52:37,1591.0
4432,880,2019-06-05 00:03:19,1590.0
4433,880,2019-06-05 00:08:47,1593.0
4434,881,2019-06-05 00:23:40,1594.0
4435,881,2019-06-05 00:42:56,1583.0
4436,881,2019-06-05 00:50:21,1587.0
4437,881,2019-06-05 00:54:27,1595.0
4438,882,2019-06-05 01:01:26,1583.0
4439,882,2019-06-05 01:19:04,1578.0
4440,882,2019-06-05 01:27:09,1596.0
4441,882,2019-06-05 01:30:15,1601.0
4442,883,2019-06-05 01:53:14,1606.0
4443,883,2019-06-05 01:58:24,1602.0
4444,883,2019-06-05 02:02:09,1598.0
4445,883,2019-06-05 02:03:03,1598.0
4446,883,2019-06-05 02:03:36,1599.0
4447,884,2019-06-05 02:12:46,1634.0
4448,884,2019-06-05 02:21:15,1605.0
4449,884,2019-06-05 02:32:37,1594.0
4450,884,2019-06-05 02:34:25,1594.0
4451,885,2019-06-05 02:45:10,1590.0
4452,885,2019-06-05 02:46:08,1590.0
4453,885,2019-06-05 02:47:02,1593.0
4454,885,2019-06-05 02:59:42,1598.0
4455,885,2019-06-05 03:07:07,1596.0
4456,886,2019-06-05 03:17:29,1588.0
4457,886,2019-06-05 03:30:45,1588.0
4458,886,2019-06-05 03:37:32,1589.0
4459,886,2019-06-05 03:39:22,1589.0
4460,887,2019-06-05 04:05:03,1567.0
4461,887,2019-06-05 04:12:15,1588.0
4462,887,2019-06-05 04:18:47,1595.0
4463,887,2019-06-05 04:20:50,1591.0
4464,888,2019-06-05 04:28:56,1581.0
4465,888,2019-06-05 04:42:02,1581.0
4466,888,2019-06-05 04:49:24,1593.0
4467,889,2019-06-05 05:02:55,1603.0
4468,889,2019-06-05 05:03:40,1594.0
4469,889,2019-06-05 05:18:10,1613.0
4470,889,2019-06-05 05:34:37,1623.0
4471,889,2019-06-05 05:37:02,1623.0
4472,889,2019-06-05 05:37:48,1621.0
4473,890,2019-06-05 05:47:00,1571.0
4474,890,2019-06-05 06:04:21,1596.0
4475,890,2019-06-05 06:12:27,1598.0
4476,890,2019-06-05 06:14:11,1598.0
4477,891,2019-06-05 06:23:51,1598.0
4478,891,2019-06-05 06:24:17,1583.0
4479,891,2019-06-05 06:37:19,1583.0
4480,891,2019-06-05 06:37:51,1583.0
4481,891,2019-06-05 06:43:48,1602.0
4482,891,2019-06-05 06:44:52,1596.0
4483,892,2019-06-05 06:58:37,1615.0
4484,892,2019-06-05 07:10:36,1600.0
4485,892,2019-06-05 07:18:58,1595.0
4486,893,2019-06-05 07:37:32,1590.0
4487,893,2019-06-05 07:50:20,1591.0
4488,893,2019-06-05 07:55:17,1594.0
4489,894,2019-06-05 08:04:31,1591.0
4490,894,2019-06-05 08:20:24,1615.0
4491,894,2019-06-05 08:32:11,1613.0
4492,894,2019-06-05 08:34:05,1615.0
4493,895,2019-06-05 08:47:13,1603.0
4494,895,2019-06-05 08:59:13,1596.0
4495,895,2019-06-05 09:03:57,1593.0
4496,895,2019-06-05 09:10:03,1593.0
4497,896,2019-06-05 09:19:32,1621.0
4498,896,2019-06-05 09:27:55,1607.0
4499,896,2019-06-05 09:34:45,1599.0
4500,896,2019-06-05 10:03:22,1580.0
4501,896,2019-06-05 10:14:22,1590.0
4502,897,2019-06-05 10:37:00,1593.0
4503,897,2019-06-05 10:38:45,1588.0
4504,897,2019-06-05 10:40:51,1589.0
4505,897,2019-06-05 10:51:14,1595.0
4506,897,2019-06-05 11:00:20,1605.0
4507,897,2019-06-05 11:14:11,1591.0
4508,898,2019-06-05 11:38:46,1599.0
4509,898,2019-06-05 11:51:04,1606.0
4510,898,2019-06-05 12:09:59,1595.0
4511,898,2019-06-05 12:15:41,1595.0
4512,899,2019-06-05 12:28:44,1604.0
4513,899,2019-06-05 12:42:42,1605.0
4514,899,2019-06-05 12:52:59,1600.0
4515,900,2019-06-05 13:04:41,1615.0
4516,900,2019-06-05 13:16:57,1596.0
4517,900,2019-06-05 13:23:39,1596.0
4518,901,2019-06-05 13:40:31,1600.0
4519,901,2019-06-05 13:41:03,1618.0
4520,901,2019-06-05 13:52:25,1598.0
4521,901,2019-06-05 14:03:48,1603.0
4522,901,2019-06-05 14:06:06,1604.0
4523,901,2019-06-05 14:07:01,1601.0
4524,901,2019-06-05 14:08:57,1604.0
4525,901,2019-06-05 14:09:34,1601.0
4526,901,2019-06-05 14:09:40,1601.0
4527,901,2019-06-05 14:14:25,1601.0
4528,901,2019-06-05 14:15:56,1603.0
4529,901,2019-06-05 14:16:37,1602.0
4530,902,2019-06-05 14:25:26,1578.0
4531,902,2019-06-05 14:39:12,1590.0
4532,902,2019-06-05 14:56:11,1589.0
4533,903,2019-06-05 15:05:31,1605.0
4534,903,2019-06-05 15:47:58,1595.0
4535,903,2019-06-05 15:56:31,1610.0
4536,903,2019-06-05 16:02:41,1623.0
4537,903,2019-06-05 16:04:21,1623.0
4538,903,2019-06-05 16:04:51,1622.0
4539,904,2019-06-05 15:25:12,1597.0
4540,904,2019-06-05 16:16:22,1582.0
4541,904,2019-06-05 16:23:11,1582.0
4542,904,2019-06-05 16:23:38,1582.0
